"experiment","n","k","rep","penalty_svp","penalty_pelt","method","time","detected"
"vary_k",2000,16,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0109999999999992,17
"vary_k",2000,17,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,18
"vary_k",2000,17,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0109999999999992,18
"vary_k",2000,18,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,19
"vary_k",2000,18,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0100000000000016,19
"vary_k",2000,19,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,20
"vary_k",2000,19,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0100000000000016,20
"vary_k",2000,20,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,21
"vary_k",2000,20,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0100000000000016,21
"vary_k",2000,21,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,22
"vary_k",2000,21,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00999999999999801,22
"vary_k",2000,22,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,23
