"experiment","n","k","rep","penalty_svp","penalty_pelt","method","time","detected"
"vary_k",2000,22,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00999999999999801,23
"vary_k",2000,23,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,24
"vary_k",2000,23,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00899999999999679,24
"vary_k",2000,24,4,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,25
"vary_k",2000,24,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00900000000000034,25
"vary_k",2000,25,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,26
"vary_k",2000,25,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00800000000000267,26
"vary_k",2000,26,4,30.4036098381683,15.2018049190842,"PELT",0.004999999999999,27
"vary_k",2000,26,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00900000000000034,27
"vary_k",2000,27,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,28
"vary_k",2000,27,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,28
"vary_k",2000,28,4,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,30
"vary_k",2000,28,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,29
"vary_k",2000,29,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,30
"vary_k",2000,29,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,30
"vary_k",2000,30,4,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,31
"vary_k",2000,30,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00800000000000267,31
"vary_k",2000,31,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,32
"vary_k",2000,31,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,32
"vary_k",2000,32,4,30.4036098381683,15.2018049190842,"PELT",0,33
"vary_k",2000,32,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,33
"vary_k",2000,33,4,30.4036098381683,15.2018049190842,"PELT",0.00200000000000244,35
"vary_k",2000,33,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00800000000000267,34
"vary_k",2000,34,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,35
"vary_k",2000,34,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,35
"vary_k",2000,35,4,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,36
"vary_k",2000,35,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00700000000000145,36
"vary_k",2000,36,4,30.4036098381683,15.2018049190842,"PELT",0,37
"vary_k",2000,36,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,37
"vary_k",2000,37,4,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,38
"vary_k",2000,37,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,38
"vary_k",2000,38,4,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,39
"vary_k",2000,38,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00700000000000145,39
"vary_k",2000,39,4,30.4036098381683,15.2018049190842,"PELT",0,40
"vary_k",2000,39,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,40
"vary_k",2000,40,4,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,41
"vary_k",2000,40,4,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,41
"vary_k",2000,0,5,30.4036098381683,15.2018049190842,"PELT",0.00400000000000134,1
"vary_k",2000,0,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.157,1
"vary_k",2000,1,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,2
"vary_k",2000,1,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0740000000000016,2
"vary_k",2000,2,5,30.4036098381683,15.2018049190842,"PELT",0.00199999999999889,3
"vary_k",2000,2,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0489999999999995,3
"vary_k",2000,3,5,30.4036098381683,15.2018049190842,"PELT",0.00200000000000244,4
"vary_k",2000,3,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.036999999999999,4
"vary_k",2000,4,5,30.4036098381683,15.2018049190842,"PELT",0.00199999999999889,5
"vary_k",2000,4,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0309999999999988,5
"vary_k",2000,5,5,30.4036098381683,15.2018049190842,"PELT",0.00199999999999889,6
"vary_k",2000,5,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.027000000000001,6
"vary_k",2000,6,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,7
"vary_k",2000,6,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0229999999999997,7
"vary_k",2000,7,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,8
"vary_k",2000,7,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0229999999999997,8
"vary_k",2000,8,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,9
"vary_k",2000,8,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0199999999999996,9
"vary_k",2000,9,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,10
"vary_k",2000,9,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0169999999999995,10
"vary_k",2000,10,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,11
"vary_k",2000,10,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0150000000000006,11
"vary_k",2000,11,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,12
"vary_k",2000,11,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0139999999999993,12
"vary_k",2000,12,5,30.4036098381683,15.2018049190842,"PELT",0.00199999999999889,13
"vary_k",2000,12,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0140000000000029,13
"vary_k",2000,13,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,14
"vary_k",2000,13,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0139999999999993,14
"vary_k",2000,14,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,15
"vary_k",2000,14,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0120000000000005,15
"vary_k",2000,15,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,16
"vary_k",2000,15,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0120000000000005,16
"vary_k",2000,16,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,17
"vary_k",2000,16,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0109999999999992,17
"vary_k",2000,17,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,18
"vary_k",2000,17,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0109999999999992,18
"vary_k",2000,18,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,19
"vary_k",2000,18,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0120000000000005,19
"vary_k",2000,19,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,20
"vary_k",2000,19,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0100000000000016,20
"vary_k",2000,20,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,21
"vary_k",2000,20,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00999999999999801,21
"vary_k",2000,21,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,22
"vary_k",2000,21,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00999999999999801,22
"vary_k",2000,22,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,23
"vary_k",2000,22,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00900000000000034,23
"vary_k",2000,23,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,24
"vary_k",2000,23,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0109999999999992,24
"vary_k",2000,24,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,25
"vary_k",2000,24,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00800000000000267,25
"vary_k",2000,25,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,27
"vary_k",2000,25,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00900000000000034,26
"vary_k",2000,26,5,30.4036098381683,15.2018049190842,"PELT",0.00200000000000244,27
"vary_k",2000,26,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,27
"vary_k",2000,27,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,28
"vary_k",2000,27,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,28
"vary_k",2000,28,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,29
"vary_k",2000,28,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,29
"vary_k",2000,29,5,30.4036098381683,15.2018049190842,"PELT",0,30
"vary_k",2000,29,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,30
"vary_k",2000,30,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,31
"vary_k",2000,30,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,31
"vary_k",2000,31,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,32
"vary_k",2000,31,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00799999999999912,32
"vary_k",2000,32,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,33
"vary_k",2000,32,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,33
"vary_k",2000,33,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,34
"vary_k",2000,33,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00800000000000267,34
"vary_k",2000,34,5,30.4036098381683,15.2018049190842,"PELT",0,35
"vary_k",2000,34,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,35
"vary_k",2000,35,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,36
"vary_k",2000,35,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,36
"vary_k",2000,36,5,30.4036098381683,15.2018049190842,"PELT",0,37
"vary_k",2000,36,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00800000000000267,37
"vary_k",2000,37,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,38
"vary_k",2000,37,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,38
"vary_k",2000,38,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,39
"vary_k",2000,38,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,39
"vary_k",2000,39,5,30.4036098381683,15.2018049190842,"PELT",0.00100000000000122,40
"vary_k",2000,39,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.0069999999999979,40
"vary_k",2000,40,5,30.4036098381683,15.2018049190842,"PELT",0.000999999999997669,42
"vary_k",2000,40,5,30.4036098381683,15.2018049190842,"SVP FOCuS",0.00600000000000023,41
