"experiment","n","k","rep","noise","method","time","nsegments","mean_candidates","max_candidates","error"
"no_change",1495,0,6,"student","SVP Median-Mood",0.0120000000000005,1,748,1495,NA
"no_change",1923,0,6,"student","SVP Median-Mood",0.0210000000000008,1,962,1923,NA
"no_change",2474,0,6,"student","SVP Median-Mood",0.0370000000000061,1,1237.5,2474,NA
"no_change",3183,0,6,"student","SVP Median-Mood",0.0549999999999926,1,1592,3183,NA
"no_change",4096,0,6,"student","SVP Median-Mood",0.100999999999999,1,2048.5,4096,NA
"no_change",256,0,7,"student","SVP Median-Mood",0.000999999999990564,1,128.5,256,NA
"no_change",329,0,7,"student","SVP Median-Mood",0.000999999999990564,1,165,329,NA
"no_change",424,0,7,"student","SVP Median-Mood",0.00100000000000477,1,212.5,424,NA
"no_change",545,0,7,"student","SVP Median-Mood",0.00199999999999534,1,273,545,NA
"no_change",702,0,7,"student","SVP Median-Mood",0.00300000000000011,1,351.5,702,NA
"no_change",903,0,7,"student","SVP Median-Mood",0.00499999999999545,1,452,903,NA
"no_change",1162,0,7,"student","SVP Median-Mood",0.007000000000005,1,581.5,1162,NA
"no_change",1495,0,7,"student","SVP Median-Mood",0.012999999999991,1,748,1495,NA
"no_change",1923,0,7,"student","SVP Median-Mood",0.0200000000000102,1,962,1923,NA
"no_change",2474,0,7,"student","SVP Median-Mood",0.0360000000000014,1,1237.5,2474,NA
"no_change",3183,0,7,"student","SVP Median-Mood",0.0600000000000023,1,1592,3183,NA
"no_change",4096,0,7,"student","SVP Median-Mood",0.0900000000000034,1,2048.5,4096,NA
"no_change",256,0,8,"student","SVP Median-Mood",0,1,128.5,256,NA
"no_change",329,0,8,"student","SVP Median-Mood",0.00100000000000477,1,165,329,NA
"no_change",424,0,8,"student","SVP Median-Mood",0.00100000000000477,1,212.5,424,NA
"no_change",545,0,8,"student","SVP Median-Mood",0.00199999999999534,1,273,545,NA
"no_change",702,0,8,"student","SVP Median-Mood",0.00399999999999068,1,351.5,702,NA
"no_change",903,0,8,"student","SVP Median-Mood",0.00500000000000966,1,452,903,NA
"no_change",1162,0,8,"student","SVP Median-Mood",0.00799999999999557,1,581.5,1162,NA
"no_change",1495,0,8,"student","SVP Median-Mood",0.012999999999991,1,748,1495,NA
"no_change",1923,0,8,"student","SVP Median-Mood",0.0189999999999912,1,962,1923,NA
"no_change",2474,0,8,"student","SVP Median-Mood",0.0360000000000014,1,1237.5,2474,NA
"no_change",3183,0,8,"student","SVP Median-Mood",0.0589999999999975,1,1592,3183,NA
"no_change",4096,0,8,"student","SVP Median-Mood",0.097999999999999,1,2048.5,4096,NA
"no_change",256,0,9,"student","SVP Median-Mood",0.00100000000000477,1,128.5,256,NA
"no_change",329,0,9,"student","SVP Median-Mood",0.00100000000000477,1,165,329,NA
"no_change",424,0,9,"student","SVP Median-Mood",0.000999999999990564,1,212.5,424,NA
"no_change",545,0,9,"student","SVP Median-Mood",0.00199999999999534,1,273,545,NA
"no_change",702,0,9,"student","SVP Median-Mood",0.00300000000000011,1,351.5,702,NA
"no_change",903,0,9,"student","SVP Median-Mood",0.00499999999999545,1,452,903,NA
"no_change",1162,0,9,"student","SVP Median-Mood",0.007000000000005,1,581.5,1162,NA
"no_change",1495,0,9,"student","SVP Median-Mood",0.012999999999991,1,748,1495,NA
"no_change",1923,0,9,"student","SVP Median-Mood",0.0210000000000008,1,962,1923,NA
"no_change",2474,0,9,"student","SVP Median-Mood",0.0379999999999967,1,1237.5,2474,NA
"no_change",3183,0,9,"student","SVP Median-Mood",0.0589999999999975,1,1592,3183,NA
"no_change",4096,0,9,"student","SVP Median-Mood",0.097999999999999,1,2048.5,4096,NA
"no_change",256,0,10,"student","SVP Median-Mood",0,1,128.5,256,NA
"no_change",329,0,10,"student","SVP Median-Mood",0.00100000000000477,1,165,329,NA
"no_change",424,0,10,"student","SVP Median-Mood",0.00100000000000477,1,212.5,424,NA
"no_change",545,0,10,"student","SVP Median-Mood",0.00199999999999534,1,273,545,NA
"no_change",702,0,10,"student","SVP Median-Mood",0.00300000000000011,1,351.5,702,NA
"no_change",903,0,10,"student","SVP Median-Mood",0.00499999999999545,1,452,903,NA
"no_change",1162,0,10,"student","SVP Median-Mood",0.00800000000000978,1,581.5,1162,NA
"no_change",1495,0,10,"student","SVP Median-Mood",0.0150000000000006,1,748,1495,NA
"no_change",1923,0,10,"student","SVP Median-Mood",0.0220000000000056,1,962,1923,NA
"no_change",2474,0,10,"student","SVP Median-Mood",0.0359999999999872,1,1237.5,2474,NA
"no_change",3183,0,10,"student","SVP Median-Mood",0.0589999999999975,1,1592,3183,NA
"no_change",4096,0,10,"student","SVP Median-Mood",0.0949999999999989,1,2048.5,4096,NA
