"experiment","n","k","rep","noise","method","time","nsegments","mean_candidates","max_candidates","error"
"no_change",329,0,5,"student","SVP Median-Mood",0,1,165,329,NA
"no_change",424,0,5,"student","SVP Median-Mood",0.000999999999990564,1,212.5,424,NA
"no_change",545,0,5,"student","SVP Median-Mood",0.00199999999999534,1,273,545,NA
"no_change",702,0,5,"student","SVP Median-Mood",0.00300000000000011,1,351.5,702,NA
"no_change",903,0,5,"student","SVP Median-Mood",0.00499999999999545,1,452,903,NA
"no_change",1162,0,5,"student","SVP Median-Mood",0.00799999999999557,1,581.5,1162,NA
"no_change",1495,0,5,"student","SVP Median-Mood",0.0130000000000052,1,748,1495,NA
"no_change",1923,0,5,"student","SVP Median-Mood",0.0219999999999914,1,962,1923,NA
"no_change",2474,0,5,"student","SVP Median-Mood",0.0350000000000108,1,1237.5,2474,NA
"no_change",3183,0,5,"student","SVP Median-Mood",0.0570000000000022,1,1592,3183,NA
"no_change",4096,0,5,"student","SVP Median-Mood",0.0990000000000038,1,2048.5,4096,NA
"no_change",256,0,6,"student","SVP Median-Mood",0,1,128.5,256,NA
"no_change",329,0,6,"student","SVP Median-Mood",0.00100000000000477,1,165,329,NA
"no_change",424,0,6,"student","SVP Median-Mood",0.00100000000000477,1,212.5,424,NA
"no_change",545,0,6,"student","SVP Median-Mood",0.000999999999990564,1,273,545,NA
"no_change",702,0,6,"student","SVP Median-Mood",0.00300000000000011,1,351.5,702,NA
"no_change",903,0,6,"student","SVP Median-Mood",0.00499999999999545,1,452,903,NA
"no_change",1162,0,6,"student","SVP Median-Mood",0.00799999999999557,1,581.5,1162,NA
