"experiment","n","k","rep","noise","method","time","nsegments","mean_candidates","max_candidates","error"
"vary_k",2000,33,4,"student","SVP Gaussian",0.00499999999999545,129,18.5745,60,NA
"vary_k",2000,34,4,"student","SVP Gaussian",0.00600000000000023,118,20.0645,59,NA
"vary_k",2000,35,4,"student","SVP Gaussian",0.00600000000000023,133,18.086,57,NA
"vary_k",2000,36,4,"student","SVP Gaussian",0.00600000000000023,127,18.8225,55,NA
"vary_k",2000,37,4,"student","SVP Gaussian",0.00600000000000023,127,18.566,54,NA
"vary_k",2000,38,4,"student","SVP Gaussian",0.00499999999999545,134,17.482,53,NA
"vary_k",2000,39,4,"student","SVP Gaussian",0.00500000000000966,146,16.4245,51,NA
"vary_k",2000,40,4,"student","SVP Gaussian",0.00600000000000023,150,16.038,51,NA
"vary_k",2000,0,5,"student","SVP Gaussian",0.0100000000000051,93,51.1534999999997,305,NA
"vary_k",2000,1,5,"student","SVP Gaussian",0.007000000000005,110,29.0395,163,NA
"vary_k",2000,2,5,"student","SVP Gaussian",0.00699999999999079,114,26.0475,100,NA
"vary_k",2000,3,5,"student","SVP Gaussian",0.00900000000000034,89,41.648,188,NA
"vary_k",2000,4,5,"student","SVP Gaussian",0.007000000000005,109,29.2909999999999,98,NA
"vary_k",2000,5,5,"student","SVP Gaussian",0.00600000000000023,108,24.7599999999999,99,NA
"vary_k",2000,6,5,"student","SVP Gaussian",0.00600000000000023,137,20.219,85,NA
"vary_k",2000,7,5,"student","SVP Gaussian",0.00800000000000978,97,33.849,143,NA
"vary_k",2000,8,5,"student","SVP Gaussian",0.007000000000005,107,26.2005,121,NA
"vary_k",2000,9,5,"student","SVP Gaussian",0.00699999999999079,103,30.9259999999998,124,NA
"vary_k",2000,10,5,"student","SVP Gaussian",0.00600000000000023,118,23.6345,102,NA
"vary_k",2000,11,5,"student","SVP Gaussian",0.007000000000005,90,29.3995,121,NA
"vary_k",2000,12,5,"student","SVP Gaussian",0.007000000000005,121,26.5245,120,NA
"vary_k",2000,13,5,"student","SVP Gaussian",0.00600000000000023,118,25.6225,119,NA
"vary_k",2000,14,5,"student","SVP Gaussian",0.007000000000005,113,27.2275,123,NA
"vary_k",2000,15,5,"student","SVP Gaussian",0.007000000000005,111,24.469,103,NA
"vary_k",2000,16,5,"student","SVP Gaussian",0.00600000000000023,107,21.765,85,NA
"vary_k",2000,17,5,"student","SVP Gaussian",0.00600000000000023,127,23.9249999999999,108,NA
"vary_k",2000,18,5,"student","SVP Gaussian",0.00600000000000023,92,29.161,107,NA
"vary_k",2000,19,5,"student","SVP Gaussian",0.00600000000000023,139,20.4900000000001,94,NA
"vary_k",2000,20,5,"student","SVP Gaussian",0.00600000000000023,103,24.574,97,NA
"vary_k",2000,21,5,"student","SVP Gaussian",0.00600000000000023,120,21.983,92,NA
"vary_k",2000,22,5,"student","SVP Gaussian",0.00699999999999079,112,23.5585,88,NA
"vary_k",2000,23,5,"student","SVP Gaussian",0.00600000000000023,120,22.6895,85,NA
"vary_k",2000,24,5,"student","SVP Gaussian",0.00600000000000023,134,21.1635,81,NA
"vary_k",2000,25,5,"student","SVP Gaussian",0.00600000000000023,138,19.9125,78,NA
"vary_k",2000,26,5,"student","SVP Gaussian",0.00600000000000023,125,20.802,76,NA
"vary_k",2000,27,5,"student","SVP Gaussian",0.00600000000000023,116,20.626,73,NA
"vary_k",2000,28,5,"student","SVP Gaussian",0.00600000000000023,126,20.75,70,NA
"vary_k",2000,29,5,"student","SVP Gaussian",0.00600000000000023,130,20.059,68,NA
"vary_k",2000,30,5,"student","SVP Gaussian",0.00600000000000023,119,19.9395,66,NA
"vary_k",2000,31,5,"student","SVP Gaussian",0.00600000000000023,131,19.1285,65,NA
"vary_k",2000,32,5,"student","SVP Gaussian",0.00499999999999545,138,18.409,62,NA
"vary_k",2000,33,5,"student","SVP Gaussian",0.00600000000000023,140,17.814,60,NA
"vary_k",2000,34,5,"student","SVP Gaussian",0.00500000000000966,136,18.486,59,NA
"vary_k",2000,35,5,"student","SVP Gaussian",0.00600000000000023,118,18.6075,57,NA
"vary_k",2000,36,5,"student","SVP Gaussian",0.00600000000000023,111,19.9275,55,NA
"vary_k",2000,37,5,"student","SVP Gaussian",0.00499999999999545,134,17.032,54,NA
"vary_k",2000,38,5,"student","SVP Gaussian",0.00600000000000023,142,16.897,53,NA
"vary_k",2000,39,5,"student","SVP Gaussian",0.00499999999999545,128,17.345,52,NA
"vary_k",2000,40,5,"student","SVP Gaussian",0.00600000000000023,141,16.2265,50,NA
"vary_k",2000,0,1,"student","SVP Wilcoxon",0.061000000000007,1,1000.5,2000,NA
"vary_k",2000,1,1,"student","SVP Wilcoxon",1.10600000000001,2,562.780500000005,1022,NA
"vary_k",2000,2,1,"student","SVP Wilcoxon",0.835000000000008,3,399.548500000001,710,NA
"vary_k",2000,3,1,"student","SVP Wilcoxon",0.528000000000006,4,310.1895,532,NA
"vary_k",2000,4,1,"student","SVP Wilcoxon",0.424000000000007,5,258.297000000001,433,NA
"vary_k",2000,5,1,"student","SVP Wilcoxon",0.303000000000011,6,219.7,363,NA
"vary_k",2000,6,1,"student","SVP Wilcoxon",0.245000000000005,7,192.4535,312,NA
"vary_k",2000,7,1,"student","SVP Wilcoxon",0.203000000000003,8,172.4305,278,NA
"vary_k",2000,8,1,"student","SVP Wilcoxon",0.162000000000006,9,154.9965,246,NA
"vary_k",2000,9,1,"student","SVP Wilcoxon",0.140000000000001,10,142.024,225,NA
"vary_k",2000,10,1,"student","SVP Wilcoxon",0.123999999999995,11,131.103,206,NA
"vary_k",2000,11,1,"student","SVP Wilcoxon",0.108000000000004,12,121.913,190,NA
"vary_k",2000,12,1,"student","SVP Wilcoxon",0.0930000000000035,13,113.611,175,NA
"vary_k",2000,13,1,"student","SVP Wilcoxon",0.0820000000000078,14,106.697,163,NA
"vary_k",2000,14,1,"student","SVP Wilcoxon",0.0739999999999981,15,100.2475,155,NA
"vary_k",2000,15,1,"student","SVP Wilcoxon",0.0640000000000072,16,94.6605,144,NA
"vary_k",2000,16,1,"student","SVP Wilcoxon",0.0609999999999928,17,90.694,137,NA
"vary_k",2000,17,1,"student","SVP Wilcoxon",0.054000000000002,18,85.7655,129,NA
"vary_k",2000,18,1,"student","SVP Wilcoxon",0.0519999999999925,19,82.734,123,NA
"vary_k",2000,19,1,"student","SVP Wilcoxon",0.046999999999997,20,79.1125,120,NA
"vary_k",2000,20,1,"student","SVP Wilcoxon",0.0450000000000017,21,76.0575000000001,113,NA
"vary_k",2000,21,1,"student","SVP Wilcoxon",0.0409999999999968,22,72.8535,108,NA
"vary_k",2000,22,1,"student","SVP Wilcoxon",0.0379999999999967,23,70.1985,104,NA
"vary_k",2000,23,1,"student","SVP Wilcoxon",0.0349999999999966,24,67.551,100,NA
"vary_k",2000,24,1,"student","SVP Wilcoxon",0.032999999999987,25,65.276,97,NA
"vary_k",2000,25,1,"student","SVP Wilcoxon",0.0300000000000011,26,62.966,92,NA
"vary_k",2000,26,1,"student","SVP Wilcoxon",0.0299999999999869,27,61.385,89,NA
"vary_k",2000,27,1,"student","SVP Wilcoxon",0.0280000000000058,28,59.6685,87,NA
"vary_k",2000,28,1,"student","SVP Wilcoxon",0.0259999999999962,29,57.8155,84,NA
"vary_k",2000,29,1,"student","SVP Wilcoxon",0.0259999999999962,30,56.332,83,NA
"vary_k",2000,30,1,"student","SVP Wilcoxon",0.0229999999999961,31,54.383,78,NA
"vary_k",2000,31,1,"student","SVP Wilcoxon",0.0240000000000009,32,53.7795,77,NA
"vary_k",2000,32,1,"student","SVP Wilcoxon",0.0220000000000056,33,52.0185,74,NA
"vary_k",2000,33,1,"student","SVP Wilcoxon",0.0200000000000102,34,50.519,72,NA
"vary_k",2000,34,1,"student","SVP Wilcoxon",0.0190000000000055,35,49.283,70,NA
"vary_k",2000,35,1,"student","SVP Wilcoxon",0.0190000000000055,36,48.4085,70,NA
"vary_k",2000,36,1,"student","SVP Wilcoxon",0.0190000000000055,37,47.333,67,NA
"vary_k",2000,37,1,"student","SVP Wilcoxon",0.0180000000000007,38,46.393,67,NA
"vary_k",2000,38,1,"student","SVP Wilcoxon",0.0169999999999959,39,45.2915,65,NA
"vary_k",2000,39,1,"student","SVP Wilcoxon",0.0169999999999959,40,44.3155,63,NA
"vary_k",2000,40,1,"student","SVP Wilcoxon",0.0150000000000006,41,43.332,61,NA
"vary_k",2000,0,2,"student","SVP Wilcoxon",0.0580000000000069,1,1000.5,2000,NA
"vary_k",2000,1,2,"student","SVP Wilcoxon",1.089,2,562.260499999997,1027,NA
"vary_k",2000,2,2,"student","SVP Wilcoxon",0.820999999999998,3,399.208500000001,711,NA
"vary_k",2000,3,2,"student","SVP Wilcoxon",0.525999999999996,4,310.534999999999,531,NA
"vary_k",2000,4,2,"student","SVP Wilcoxon",0.418000000000006,5,257.709499999999,432,NA
"vary_k",2000,5,2,"student","SVP Wilcoxon",0.456999999999994,7,219.7655,361,NA
"vary_k",2000,6,2,"student","SVP Wilcoxon",0.25,7,192.957,314,NA
"vary_k",2000,7,2,"student","SVP Wilcoxon",0.204999999999998,8,172.439,277,NA
"vary_k",2000,8,2,"student","SVP Wilcoxon",0.170999999999992,9,155.378,248,NA
"vary_k",2000,9,2,"student","SVP Wilcoxon",0.13900000000001,10,141.6785,221,NA
"vary_k",2000,10,2,"student","SVP Wilcoxon",0.123000000000005,11,130.757,205,NA
"vary_k",2000,11,2,"student","SVP Wilcoxon",0.105999999999995,12,121.6505,190,NA
"vary_k",2000,12,2,"student","SVP Wilcoxon",0.0950000000000131,13,113.3985,175,NA
"vary_k",2000,13,2,"student","SVP Wilcoxon",0.0849999999999937,14,107.0215,163,NA
"vary_k",2000,14,2,"student","SVP Wilcoxon",0.0750000000000028,15,100.675,153,NA
"vary_k",2000,15,2,"student","SVP Wilcoxon",0.0660000000000025,16,94.9835,144,NA
"vary_k",2000,16,2,"student","SVP Wilcoxon",0.0609999999999928,17,90.554,137,NA
"vary_k",2000,17,2,"student","SVP Wilcoxon",0.0570000000000022,18,86.1165,130,NA
"vary_k",2000,18,2,"student","SVP Wilcoxon",0.0520000000000067,19,82.7329999999999,125,NA
"vary_k",2000,19,2,"student","SVP Wilcoxon",0.0459999999999923,20,78.75,117,NA
"vary_k",2000,20,2,"student","SVP Wilcoxon",0.0450000000000017,21,75.702,113,NA
"vary_k",2000,21,2,"student","SVP Wilcoxon",0.0409999999999968,22,72.9955,107,NA
"vary_k",2000,22,2,"student","SVP Wilcoxon",0.0370000000000061,23,69.64,103,NA
"vary_k",2000,23,2,"student","SVP Wilcoxon",0.0360000000000014,24,67.948,100,NA
"vary_k",2000,24,2,"student","SVP Wilcoxon",0.0339999999999918,25,65.2830000000001,95,NA
"vary_k",2000,25,2,"student","SVP Wilcoxon",0.0319999999999965,26,63.267,93,NA
"vary_k",2000,26,2,"student","SVP Wilcoxon",0.0300000000000011,27,61.2155,89,NA
"vary_k",2000,27,2,"student","SVP Wilcoxon",0.0280000000000058,28,59.358,87,NA
"vary_k",2000,28,2,"student","SVP Wilcoxon",0.027000000000001,29,57.921,84,NA
"vary_k",2000,29,2,"student","SVP Wilcoxon",0.0250000000000057,30,56.085,86,NA
