"pattern","jump","method","F1_new","Precision_new","Recall_new","CorrectNumCP_new","MSE_new","NumSegments_new","F1_old","Precision_old","Recall_old","CorrectNumCP_old","MSE_old","NumSegments_old","delta_F1","delta_Precision","delta_Recall","delta_CorrectNumCP","delta_MSE","delta_NumSegments"
"rand1",3.4,"PELT AR1 approximate",0.597202528379773,0.503364413364413,0.735714285714286,0,0.233128316087453,11.22,0.625445809092868,0.562936507936508,0.708571428571429,0.08,0.264672733837938,9.91,-0.0282432807130951,-0.0595720945720946,0.0271428571428571,-0.08,-0.0315444177504847,1.31
"rand1",3.4,"PELT inflated",0.828333333333333,0.994,0.71,0,0.234105942799235,6,0.828333333333333,0.994,0.71,0,0.234105942799235,6,0,0,0,0,0,0
"rand1",3.4,"SVP AR1Focus",0.843205128205128,0.993333333333333,0.734285714285714,0.01,0.22302131919909,6.18,0.83,0.996,0.711428571428571,0,0.229336335586884,6,0.0132051282051282,-0.00266666666666671,0.0228571428571429,0.01,-0.00631501638779422,0.18
"rand1",3.6,"DeCAFS AR1",0.833333333333333,1,0.714285714285714,0,0.233477803381289,6,0.833589743589743,0.998333333333333,0.715714285714286,0,0.233927310109606,6.02,-0.000256410256410211,0.0016666666666667,-0.00142857142857145,0,-0.000449506728317478,-0.0199999999999996
"rand1",3.6,"PELT AR1 approximate",0.592748538011696,0.499545454545455,0.73,0,0.245572484180634,11.23,0.613732492997199,0.539761904761905,0.714285714285714,0.03,0.257081194096745,10.33,-0.0209839549855031,-0.0402164502164502,0.0157142857142857,-0.03,-0.0115087099161106,0.9
"rand1",3.6,"PELT inflated",0.834230769230769,1,0.715714285714286,0,0.237702575780149,6.01,0.834230769230769,1,0.715714285714286,0,0.237702575780149,6.01,0,0,0,0,0,0
"rand1",3.6,"SVP AR1Focus",0.841538461538461,0.986666666666667,0.735714285714286,0.01,0.231622393260595,6.23,0.833333333333333,1,0.714285714285714,0,0.236907755811447,6,0.0082051282051282,-0.0133333333333333,0.0214285714285715,0.01,-0.00528536255085246,0.23
"rand1",3.8,"DeCAFS AR1",0.833333333333333,1,0.714285714285714,0,0.250010741408858,6,0.833589743589743,0.998333333333333,0.715714285714286,0,0.250140063268872,6.02,-0.000256410256410211,0.0016666666666667,-0.00142857142857145,0,-0.00012932186001352,-0.0199999999999996
"rand1",3.8,"PELT AR1 approximate",0.594565531475748,0.499085081585082,0.737142857142857,0,0.257751879614143,11.34,0.602769607843137,0.522222222222222,0.714285714285714,0,0.267389457187549,10.61,-0.00820407636738918,-0.0231371406371407,0.0228571428571428,0,-0.009637577573406,0.73
"rand1",3.8,"PELT inflated",0.833333333333333,1,0.714285714285714,0,0.250010741408858,6,0.833333333333333,1,0.714285714285714,0,0.250010741408858,6,0,0,0,0,0,0
"rand1",3.8,"SVP AR1Focus",0.836007326007326,0.981904761904762,0.73,0.02,0.246801931623578,6.22,0.833333333333333,1,0.714285714285714,0,0.250010741408858,6,0.00267399267399271,-0.0180952380952381,0.0157142857142857,0.02,-0.00320880978528007,0.22
"rand1",4,"DeCAFS AR1",0.833333333333333,1,0.714285714285714,0,0.270925289038089,6,0.835641025641026,0.996666666666667,0.72,0,0.270649230630307,6.06,-0.00230769230769234,0.0033333333333333,-0.00571428571428567,0,0.000276058407781277,-0.0599999999999996
"rand1",4,"PELT AR1 approximate",0.60050257997936,0.503030303030303,0.747142857142857,0,0.271867655750468,11.39,0.595269607843137,0.510694444444444,0.714285714285714,0,0.284377281229557,10.81,0.00523297213622287,-0.0076641414141414,0.0328571428571428,0,-0.0125096254790892,0.58
"rand1",4,"PELT inflated",0.835,1,0.717142857142857,0.00999999999999999,0.270623973885054,6.02,0.835,1,0.717142857142857,0.00999999999999999,0.270623973885054,6.02,0,0,0,0,0,0
"rand1",4,"SVP AR1Focus",0.844212454212454,0.980238095238095,0.744285714285714,0.03,0.261608481321975,6.33,0.834230769230769,1,0.715714285714286,0,0.271231032722393,6.01,0.00998168498168506,-0.0197619047619048,0.0285714285714286,0.03,-0.00962255140041873,0.32
"rand1",4.2,"DeCAFS AR1",0.833333333333333,1,0.714285714285714,0,0.281194724959992,6,0.833589743589743,0.998333333333333,0.715714285714286,0,0.281148283030333,6.02,-0.000256410256410211,0.0016666666666667,-0.00142857142857145,0,4.6441929658303e-05,-0.0199999999999996
"rand1",4.2,"PELT AR1 approximate",0.595861369109047,0.498531468531469,0.742857142857143,0,0.28502150526716,11.44,0.591334033613445,0.504920634920635,0.714285714285714,0.01,0.288506648966443,10.92,0.0045273354956018,-0.00638916638916637,0.0285714285714286,-0.01,-0.0034851436992826,0.52
"rand1",4.2,"PELT inflated",0.833040293040293,0.997142857142857,0.715714285714286,0.01,0.281802025939989,6.03,0.833040293040293,0.997142857142857,0.715714285714286,0.01,0.281802025939989,6.03,0,0,0,0,0,0
"rand1",4.2,"SVP AR1Focus",0.84485347985348,0.976904761904762,0.747142857142857,0.02,0.270812680486748,6.37,0.833333333333333,1,0.714285714285714,0,0.281194724959992,6,0.0115201465201465,-0.0230952380952381,0.0328571428571428,0.02,-0.0103820444732438,0.37
"rand1",4.4,"DeCAFS AR1",0.832692307692308,0.998333333333333,0.714285714285714,0,0.298213808579048,6.01,0.832051282051282,0.996666666666667,0.714285714285714,0,0.298567179318195,6.02,0.000641025641025639,0.00166666666666659,0,0,-0.000353370739147763,-0.00999999999999979
"rand1",4.4,"PELT AR1 approximate",0.605036119711042,0.506136363636364,0.754285714285714,0,0.284758928986842,11.42,0.590808823529412,0.503888888888889,0.714285714285714,0,0.307448319139128,10.93,0.0142272961816305,0.00224747474747466,0.04,0,-0.0226893901522868,0.49
"rand1",4.4,"PELT inflated",0.834230769230769,1,0.715714285714286,0,0.297379468752682,6.01,0.834230769230769,1,0.715714285714286,0,0.297379468752682,6.01,0,0,0,0,0,0
"rand1",4.4,"SVP AR1Focus",0.845970695970696,0.977380952380952,0.748571428571429,0.02,0.282469038270045,6.38,0.833333333333333,1,0.714285714285714,0,0.297545291657651,6,0.0126373626373626,-0.0226190476190476,0.0342857142857143,0.02,-0.015076253387606,0.38
"rand1",4.6,"DeCAFS AR1",0.833333333333333,1,0.714285714285714,0,0.332189994645541,6,0.841282051282051,1,0.727142857142857,0.00999999999999999,0.327368018567219,6.09,-0.00794871794871799,0,-0.0128571428571429,-0.00999999999999999,0.0048219760783218,-0.0899999999999999
"rand1",4.6,"PELT AR1 approximate",0.608199321833997,0.503516483516483,0.771428571428571,0,0.311276048177011,11.72,0.588970588235294,0.501111111111111,0.714285714285714,0,0.339992713915965,10.98,0.0192287335987027,0.00240537240537242,0.0571428571428572,0,-0.0287166657389533,0.74
"rand1",4.6,"PELT inflated",0.834212454212454,0.993571428571429,0.72,0.02,0.331286348100923,6.08,0.834212454212454,0.993571428571429,0.72,0.02,0.331286348100923,6.08,0,0,0,0,0,0
"rand1",4.6,"SVP AR1Focus",0.842380952380952,0.964047619047619,0.751428571428571,0.04,0.309868544368321,6.48,0.836282051282051,0.998333333333333,0.72,0,0.329339250491588,6.05,0.0060989010989011,-0.0342857142857143,0.0314285714285715,0.04,-0.0194707061232672,0.430000000000001
"rand1",4.8,"DeCAFS AR1",0.833333333333333,1,0.714285714285714,0,0.357385725094691,6,0.844820512820513,0.9925,0.738571428571429,0.02,0.346380983908751,6.22,-0.0114871794871795,0.00749999999999995,-0.0242857142857142,-0.02,0.01100474118594,-0.22
"rand1",4.8,"PELT AR1 approximate",0.626443068455452,0.514784382284382,0.804285714285714,0,0.30401494541819,11.91,0.588235294117647,0.5,0.714285714285714,0,0.363717001793925,11,0.0382077743378053,0.0147843822843823,0.09,0,-0.059702056375735,0.91
"rand1",4.8,"PELT inflated",0.843717948717949,1,0.731428571428571,0.03,0.353131388705532,6.12,0.843717948717949,1,0.731428571428571,0.03,0.353131388705532,6.12,0,0,0,0,0,0
"rand1",4.8,"SVP AR1Focus",0.860604395604396,0.963809523809524,0.781428571428571,0.08,0.313809345345503,6.69,0.836923076923077,1,0.72,0,0.355881797135861,6.04,0.0236813186813186,-0.0361904761904762,0.0614285714285715,0.08,-0.0420724517903585,0.65
"rand1",5,"DeCAFS AR1",0.832692307692308,0.998333333333333,0.714285714285714,0,0.3759275459846,6.01,0.839358974358974,0.995,0.727142857142857,0.01,0.369132381762638,6.12,-0.00666666666666671,0.0033333333333333,-0.0128571428571429,-0.01,0.00679516422196202,-0.11
"rand1",5,"PELT AR1 approximate",0.614139662882697,0.503706293706294,0.791428571428571,0,0.317574348218543,11.99,0.588235294117647,0.5,0.714285714285714,0,0.382074341529988,11,0.0259043687650499,0.00370629370629372,0.0771428571428571,0,-0.0644999933114452,0.99
"rand1",5,"PELT inflated",0.838186813186813,0.996904761904762,0.724285714285714,0.02,0.3724586840096,6.09,0.838186813186813,0.996904761904762,0.724285714285714,0.02,0.3724586840096,6.09,0,0,0,0,0,0
"rand1",5,"SVP AR1Focus",0.867545787545787,0.971904761904762,0.787142857142857,0.06,0.321030066179543,6.68,0.836923076923077,1,0.72,0,0.372489412857381,6.04,0.0306227106227106,-0.0280952380952381,0.0671428571428572,0.06,-0.0514593466778382,0.64
"up",1,"DeCAFS AR1",0.210888888888889,0.485,0.135714285714286,0,0.762493421269891,2.98,0.250161616161616,0.478333333333333,0.171428571428571,0,0.60782374926524,3.49,-0.0392727272727273,0.00666666666666665,-0.0357142857142857,0,0.154669672004651,-0.51
"up",1,"PELT AR1 approximate",0.233090909090909,0.403333333333333,0.165714285714286,0,0.52217440689361,3.92,0.179444444444444,0.43,0.114285714285714,0,0.81272627285093,2.88,0.0536464646464646,-0.0266666666666667,0.0514285714285714,0,-0.29055186595732,1.04
"up",1,"PELT inflated",0.203555555555556,0.406666666666667,0.137142857142857,0,0.629282485613751,3.39,0.203555555555556,0.406666666666667,0.137142857142857,0,0.629282485613751,3.39,0,0,0,0,0,0
"up",1,"SVP AR1Focus",0.188222222222222,0.408333333333333,0.122857142857143,0,0.693176299535345,3.11,0.0833333333333333,0.275,0.05,0,1.23589113556115,2.26,0.104888888888889,0.133333333333333,0.0728571428571429,0,-0.54271483602581,0.85
"up",1.2,"DeCAFS AR1",0.286444444444444,0.573333333333333,0.192857142857143,0,0.84831318383074,3.33,0.339333333333333,0.573333333333333,0.242857142857143,0,0.638063907200667,3.95,-0.0528888888888889,1.11022302462516e-16,-0.05,0,0.210249276630073,-0.62
"up",1.2,"PELT AR1 approximate",0.305414141414141,0.479833333333333,0.225714285714286,0,0.592230614468037,4.25,0.220888888888889,0.478333333333333,0.144285714285714,0,0.948615760802292,3.12,0.0845252525252525,0.00150000000000011,0.0814285714285714,0,-0.356385146334254,1.13
"up",1.2,"PELT inflated",0.28220202020202,0.485833333333333,0.2,0,0.678409453313674,3.83,0.28220202020202,0.485833333333333,0.2,0,0.678409453313674,3.83,0,0,0,0,0,0
"up",1.2,"SVP AR1Focus",0.263111111111111,0.48,0.182857142857143,0,0.756998727300081,3.59,0.211111111111111,0.51,0.134285714285714,0,1.09763944798275,2.87,0.052,-0.03,0.0485714285714286,0,-0.340640720682666,0.72
"up",1.4,"DeCAFS AR1",0.387030303030303,0.690833333333333,0.271428571428571,0,0.892317752601966,3.73,0.452393939393939,0.692333333333333,0.338571428571429,0,0.677998168686011,4.4,-0.0653636363636363,-0.00150000000000006,-0.0671428571428572,0,0.214319583915955,-0.67
"up",1.4,"PELT AR1 approximate",0.342125874125874,0.491333333333333,0.265714285714286,0,0.659838631796462,4.8,0.268222222222222,0.518333333333333,0.182857142857143,0,1.05755982953208,3.41,0.0739036519036519,-0.027,0.0828571428571428,0,-0.397721197735619,1.39
"up",1.4,"PELT inflated",0.342626262626263,0.550833333333333,0.25,0,0.730662352794664,4.2,0.342626262626263,0.550833333333333,0.25,0,0.730662352794664,4.2,0,0,0,0,0,0
"up",1.4,"SVP AR1Focus",0.308747474747475,0.514166666666667,0.221428571428571,0,0.819765671613575,3.97,0.228888888888889,0.515,0.147142857142857,0,1.28806231831654,3,0.0798585858585859,-0.000833333333333353,0.0742857142857143,0,-0.468296646702963,0.97
"up",1.6,"DeCAFS AR1",0.483353535353535,0.793333333333333,0.35,0,0.901947990586169,4.09,0.549424242424242,0.7645,0.431428571428571,0,0.631298025035179,4.97,-0.066070707070707,0.0288333333333334,-0.0814285714285715,0,0.27064996555099,-0.88
"up",1.6,"PELT AR1 approximate",0.44151615051615,0.575214285714286,0.362857142857143,0.00999999999999999,0.660207032547787,5.42,0.337454545454545,0.6075,0.235714285714286,0,1.11817607725939,3.73,0.104061605061605,-0.0322857142857144,0.127142857142857,0.00999999999999999,-0.457969044711601,1.69
"up",1.6,"PELT inflated",0.409787878787879,0.601666666666667,0.312857142857143,0,0.737693871536004,4.65,0.409787878787879,0.601666666666667,0.312857142857143,0,0.737693871536004,4.65,0,0,0,0,0,0
"up",1.6,"SVP AR1Focus",0.388585858585859,0.585833333333333,0.292857142857143,0,0.81085385232402,4.45,0.249777777777778,0.555,0.161428571428571,0,1.57948886995926,3.03,0.138808080808081,0.0308333333333334,0.131428571428571,0,-0.76863501763524,1.42
"up",1.8,"DeCAFS AR1",0.555111111111111,0.8605,0.412857142857143,0,0.947937355911523,4.37,0.62930303030303,0.8405,0.505714285714286,0,0.704478882278891,5.22,-0.0741919191919191,0.02,-0.0928571428571429,0,0.243458473632631,-0.85
"up",1.8,"PELT AR1 approximate",0.483962037962038,0.591940476190476,0.415714285714286,0.07,0.724972500081627,5.88,0.386949494949495,0.648333333333333,0.277142857142857,0,1.22299758525101,3.98,0.097012543012543,-0.0563928571428571,0.138571428571429,0.07,-0.498025085169384,1.9
"up",1.8,"PELT inflated",0.455969696969697,0.6395,0.355714285714286,0,0.847086267969532,4.89,0.455969696969697,0.6395,0.355714285714286,0,0.847086267969532,4.89,0,0,0,0,0,0
"up",1.8,"SVP AR1Focus",0.459153846153846,0.636833333333333,0.361428571428571,0,0.851918129143295,4.95,0.283555555555556,0.551666666666667,0.192857142857143,0,1.699632463286,3.37,0.175598290598291,0.0851666666666667,0.168571428571429,0,-0.847714334142709,1.58
"up",2,"DeCAFS AR1",0.615030303030303,0.8935,0.472857142857143,0,0.967608597760483,4.72,0.709440559440559,0.8795,0.597142857142857,0,0.700507251160229,5.75,-0.0944102564102564,0.014,-0.124285714285714,0,0.267101346600254,-1.03
"up",2,"PELT AR1 approximate",0.549980970010382,0.626952380952381,0.501428571428571,0.11,0.722999392022153,6.61,0.432181818181818,0.685833333333333,0.317142857142857,0,1.2863059566765,4.25,0.117799151828564,-0.0588809523809524,0.184285714285714,0.11,-0.563306564654349,2.36
"up",2,"PELT inflated",0.526363636363636,0.7045,0.422857142857143,0,0.910595268913727,5.19,0.526363636363636,0.7045,0.422857142857143,0,0.910595268913727,5.19,0,0,0,0,0,0
"up",2,"SVP AR1Focus",0.536969696969697,0.689333333333333,0.442857142857143,0,0.862598805018561,5.47,0.336444444444444,0.586666666666667,0.237142857142857,0,1.64059724040845,3.78,0.200525252525252,0.102666666666667,0.205714285714286,0,-0.777998435389884,1.69
"up",2.2,"DeCAFS AR1",0.689060606060606,0.934333333333333,0.548571428571429,0,0.980198557260282,5.11,0.784088578088578,0.928833333333333,0.682857142857143,0,0.67888676522659,6.15,-0.095027972027972,0.00549999999999995,-0.134285714285714,0,0.301311792033692,-1.04
"up",2.2,"PELT AR1 approximate",0.632638355108943,0.663327200577201,0.617142857142857,0.25,0.673588809680266,7.6,0.496727272727273,0.7425,0.375714285714286,0,1.32076796490547,4.54,0.135911082381671,-0.0791727994227994,0.241428571428571,0.25,-0.647179155225201,3.06
"up",2.2,"PELT inflated",0.562286713286713,0.718333333333333,0.465714285714286,0,0.955238517319241,5.56,0.562286713286713,0.718333333333333,0.465714285714286,0,0.955238517319241,5.56,0,0,0,0,0,0
"up",2.2,"SVP AR1Focus",0.603333999333999,0.721142857142857,0.522857142857143,0.01,0.828769490146635,6.02,0.428040404040404,0.7025,0.308571428571429,0,1.57517775184523,4.05,0.175293595293595,0.0186428571428572,0.214285714285714,0.01,-0.746408261698595,1.97
"up",2.4,"DeCAFS AR1",0.736151515151515,0.9635,0.598571428571429,0,1.05889704766588,5.35,0.882291042291042,0.966761904761905,0.817142857142857,0.22,0.519420515193775,6.92,-0.146139527139527,-0.00326190476190469,-0.218571428571429,-0.22,0.539476532472105,-1.57
"up",2.4,"PELT AR1 approximate",0.683218811546211,0.646947691197691,0.738571428571429,0.25,0.512103985498052,9.08,0.520272727272727,0.7635,0.397142857142857,0,1.44353559480951,4.67,0.162946084273484,-0.116552308802309,0.341428571428571,0.25,-0.931431609311458,4.41
"up",2.4,"PELT inflated",0.628636363636364,0.755,0.541428571428571,0,0.948839530637153,6,0.628636363636364,0.755,0.541428571428571,0,0.948839530637153,6,0,0,0,0,0,0
"up",2.4,"SVP AR1Focus",0.673013653013653,0.755261904761905,0.611428571428571,0.09,0.762612860851598,6.6,0.447090909090909,0.695833333333333,0.331428571428571,0,1.68145930022345,4.34,0.225922743922744,0.0594285714285715,0.28,0.09,-0.918846439371855,2.26
"up",2.6,"DeCAFS AR1",0.797645687645688,0.984,0.674285714285714,0,1.01989960013778,5.79,0.937813186813187,0.977845238095238,0.905714285714286,0.55,0.339882569270443,7.48,-0.140167499167499,0.00615476190476194,-0.231428571428571,-0.55,0.680017030867334,-1.69
"up",2.6,"PELT AR1 approximate",0.732249534091639,0.65832659007659,0.84,0.1,0.391199712443231,10.06,0.587151515151515,0.831833333333333,0.455714285714286,0,1.53388497835809,4.86,0.145098018940124,-0.173506743256743,0.384285714285714,0.1,-1.14268526591486,5.2
"up",2.6,"PELT inflated",0.717259407259407,0.81247619047619,0.647142857142857,0.1,0.823142804420093,6.55,0.717259407259407,0.81247619047619,0.647142857142857,0.1,0.823142804420093,6.55,0,0,0,0,0,0
"up",2.6,"SVP AR1Focus",0.807432567432567,0.852119047619048,0.771428571428571,0.41,0.516508552691933,7.3,0.51069696969697,0.735166666666667,0.394285714285714,0,1.65819565285893,4.73,0.296735597735598,0.116952380952381,0.377142857142857,0.41,-1.141687100167,2.57
"up",2.8,"DeCAFS AR1",0.84997668997669,0.982333333333333,0.754285714285714,0.03,0.885861368485947,6.37,0.978241758241758,0.991190476190476,0.967142857142857,0.83,0.194308622792087,7.83,-0.128265068265068,-0.0088571428571429,-0.212857142857143,-0.8,0.69155274569386,-1.46
"up",2.8,"PELT AR1 approximate",0.730413410978426,0.617744644244644,0.902857142857143,0.01,0.268169655418823,11.36,0.585365967365967,0.801333333333333,0.464285714285714,0,1.67863757762416,5.07,0.145047443612459,-0.183588689088689,0.438571428571429,0.01,-1.41046792220533,6.29
"up",2.8,"PELT inflated",0.831263736263736,0.880238095238095,0.791428571428571,0.38,0.555131941849785,7.27,0.831263736263736,0.880238095238095,0.791428571428571,0.38,0.555131941849785,7.27,0,0,0,0,0,0
"up",2.8,"SVP AR1Focus",0.889835164835165,0.906809523809524,0.875714285714286,0.76,0.339237219156051,7.74,0.558473193473193,0.755,0.445714285714286,0,1.68627285959977,5.11,0.331361971361971,0.151809523809524,0.43,0.76,-1.34703564044372,2.63
"up",3,"DeCAFS AR1",0.938461538461538,1,0.888571428571429,0.34,0.533715691718592,7.22,0.996263736263736,0.998571428571429,0.994285714285714,0.97,0.132972118832592,7.97,-0.0578021978021978,0.00142857142857145,-0.105714285714286,-0.63,0.400743572885999,-0.75
"up",3,"PELT AR1 approximate",0.738115239078087,0.614280885780886,0.932857142857143,0,0.242263924032653,11.76,0.641941724941725,0.832166666666667,0.527142857142857,0,1.69305150481914,5.43,0.0961735141363624,-0.217885780885781,0.405714285714286,0,-1.45078758078649,6.33
"up",3,"PELT inflated",0.915201465201465,0.933380952380952,0.9,0.75,0.340456177174778,7.73,0.915201465201465,0.933380952380952,0.9,0.75,0.340456177174778,7.73,0,0,0,0,0,0
"up",3,"SVP AR1Focus",0.946813186813187,0.949761904761905,0.944285714285714,0.95,0.220559994667826,7.95,0.624888111888112,0.781166666666667,0.524285714285714,0,1.58566489408198,5.69,0.321925074925075,0.168595238095238,0.42,0.95,-1.36510489941416,2.26
"up",3.2,"DeCAFS AR1",0.962802197802198,0.998571428571429,0.932857142857143,0.57,0.390030898164817,7.54,0.997904761904762,0.997321428571429,0.998571428571429,0.99,0.112879546357937,8.01,-0.0351025641025641,0.00124999999999997,-0.0657142857142857,-0.42,0.27715135180688,-0.47
"up",3.2,"PELT AR1 approximate",0.72953216374269,0.590696192696193,0.96,0,0.199967582175942,12.47,0.690077922077922,0.846714285714286,0.588571428571429,0.02,1.65252019990563,5.9,0.039454241664768,-0.256018093018093,0.371428571428571,-0.02,-1.45255261772969,6.57
"up",3.2,"PELT inflated",0.941208791208791,0.947619047619048,0.935714285714286,0.91,0.24441153909347,7.91,0.941208791208791,0.947619047619048,0.935714285714286,0.91,0.24441153909347,7.91,0,0,0,0,0,0
"up",3.2,"SVP AR1Focus",0.966263736263736,0.966904761904762,0.965714285714286,0.99,0.173862483318249,7.99,0.668839493839494,0.774571428571429,0.592857142857143,0.03,1.41807808515352,6.26,0.297424242424242,0.192333333333333,0.372857142857143,0.96,-1.24421560183528,1.73
"up",3.4,"DeCAFS AR1",0.987794871794872,0.99875,0.978571428571429,0.84,0.215688294712956,7.86,0.998666666666667,0.9975,1,0.98,0.113837734741408,8.02,-0.0108717948717949,0.00124999999999997,-0.0214285714285715,-0.14,0.101850559971548,-0.159999999999999
"up",3.4,"PELT AR1 approximate",0.719806790818401,0.569509712509712,0.984285714285714,0,0.168732483851884,13.21,0.765552863802864,0.880742063492064,0.685714285714286,0.12,1.43304016901051,6.47,-0.0457460729844631,-0.311232350982351,0.298571428571429,-0.12,-1.26430768515862,6.74
"up",3.4,"PELT inflated",0.964285714285714,0.967619047619048,0.961428571428571,0.95,0.20737575502643,7.95,0.964285714285714,0.967619047619048,0.961428571428571,0.95,0.20737575502643,7.95,0,0,0,0,0,0
"up",3.4,"SVP AR1Focus",0.985714285714286,0.985714285714286,0.985714285714286,1,0.143898628769387,8,0.75990675990676,0.8305,0.705714285714286,0.2,1.12313568421445,6.86,0.225807525807526,0.155214285714286,0.28,0.8,-0.979237055445061,1.14
"up",3.6,"DeCAFS AR1",0.998571428571429,0.998571428571429,0.998571428571429,1,0.10703415691811,8,0.997904761904762,0.997321428571429,0.998571428571429,0.99,0.107398031593715,8.01,0.000666666666666704,0.00124999999999997,0,0.01,-0.000363874675604572,-0.00999999999999979
"up",3.6,"PELT AR1 approximate",0.700852725668313,0.547329545454545,0.98,0,0.182456231400587,13.63,0.830564685314685,0.870333333333333,0.804285714285714,0.32,0.948085619066382,7.52,-0.129711959646372,-0.323003787878788,0.175714285714286,-0.32,-0.765629387665795,6.11
"up",3.6,"PELT inflated",0.973406593406593,0.974047619047619,0.972857142857143,0.99,0.169932491997038,7.99,0.973406593406593,0.974047619047619,0.972857142857143,0.99,0.169932491997038,7.99,0,0,0,0,0,0
"up",3.6,"SVP AR1Focus",0.984285714285714,0.984285714285714,0.984285714285714,1,0.143355851066389,8,0.840531135531135,0.881428571428571,0.807142857142857,0.44,0.807146570249329,7.34,0.143754578754579,0.102857142857143,0.177142857142857,0.56,-0.663790719182939,0.66
"up",3.8,"DeCAFS AR1",0.996923076923077,1,0.994285714285714,0.96,0.148738243626497,7.96,1,1,1,1,0.11709468562365,8,-0.00307692307692309,0,-0.00571428571428567,-0.04,0.0316435580028465,-0.04
"up",3.8,"PELT AR1 approximate",0.69059649122807,0.529283216783217,0.995714285714286,0,0.147863843978782,14.21,0.885444444444444,0.890391414141414,0.89,0.36,0.698342646587006,8.07,-0.194847953216374,-0.361108197358197,0.105714285714286,-0.36,-0.550478802608224,6.14
"up",3.8,"PELT inflated",0.985714285714286,0.985714285714286,0.985714285714286,1,0.157832388217782,8,0.985714285714286,0.985714285714286,0.985714285714286,1,0.157832388217782,8,0,0,0,0,0,0
"up",3.8,"SVP AR1Focus",0.995714285714286,0.995714285714286,0.995714285714286,1,0.137180964066554,8,0.931153846153846,0.947666666666667,0.917142857142857,0.75,0.431553614601557,7.74,0.0645604395604396,0.048047619047619,0.0785714285714285,0.25,-0.294372650535003,0.26
"up",4,"DeCAFS AR1",1,1,1,1,0.116267741033878,8,1,1,1,1,0.116267741033878,8,0,0,0,0,0,0
"up",4,"PELT AR1 approximate",0.67417384370016,0.512775058275058,0.985714285714286,0,0.161230777349742,14.48,0.879439488615959,0.834488816738817,0.938571428571429,0.27,0.402442086314615,8.97,-0.2052656449158,-0.321713758463758,0.0471428571428572,-0.27,-0.241211308964873,5.51
"up",4,"PELT inflated",0.987142857142857,0.987142857142857,0.987142857142857,1,0.149535781832628,8,0.987142857142857,0.987142857142857,0.987142857142857,1,0.149535781832628,8,0,0,0,0,0,0
"up",4,"SVP AR1Focus",0.998571428571429,0.998571428571429,0.998571428571429,1,0.12926939754793,8,0.977912087912088,0.98047619047619,0.975714285714286,0.96,0.196519122204468,7.96,0.0206593406593406,0.0180952380952381,0.0228571428571428,0.04,-0.0672497246565386,0.04
"up",4.2,"DeCAFS AR1",1,1,1,1,0.116010743612625,8,0.998,0.99625,1,0.97,0.117242597655758,8.03,0.002,0.00375000000000003,0,0.03,-0.00123185404313308,-0.0299999999999994
"up",4.2,"PELT AR1 approximate",0.675511961722488,0.511115384615385,0.997142857142857,0,0.14240918770992,14.68,0.883918444300797,0.812654401154401,0.977142857142857,0.16,0.261634827415731,9.54,-0.208406482578309,-0.301539016539016,0.02,-0.16,-0.119225639705811,5.14
"up",4.2,"PELT inflated",0.991428571428571,0.991428571428571,0.991428571428571,1,0.14668733577125,8,0.991428571428571,0.991428571428571,0.991428571428571,1,0.14668733577125,8,0,0,0,0,0,0
"up",4.2,"SVP AR1Focus",1,1,1,1,0.124519416413661,8,0.990659340659341,0.991428571428571,0.99,0.99,0.15687356702594,7.99,0.00934065934065931,0.00857142857142856,0.01,0.01,-0.0323541506122791,0.00999999999999979
"up",4.4,"DeCAFS AR1",1,1,1,1,0.1147205966178,8,0.999333333333333,0.99875,1,0.99,0.115094826225766,8.01,0.000666666666666704,0.00124999999999997,0,0.01,-0.000374229607966195,-0.00999999999999979
"up",4.4,"PELT AR1 approximate",0.67215629984051,0.506423076923077,1,0,0.136664653013341,14.84,0.860211865447934,0.765227994227994,0.991428571428571,0.06,0.221352217823694,10.22,-0.188055565607423,-0.258804917304917,0.00857142857142856,-0.06,-0.0846875648103533,4.62
"up",4.4,"PELT inflated",0.998571428571429,0.998571428571429,0.998571428571429,1,0.129514712713677,8,0.998571428571429,0.998571428571429,0.998571428571429,1,0.129514712713677,8,0,0,0,0,0,0
"up",4.4,"SVP AR1Focus",0.998571428571429,0.998571428571429,0.998571428571429,1,0.123712472982126,8,0.998571428571429,0.998571428571429,0.998571428571429,1,0.128345258331646,8,0,0,0,0,-0.00463278534951976,0
"up",4.6,"DeCAFS AR1",1,1,1,1,0.113749796655051,8,0.998666666666667,0.9975,1,0.98,0.114327578560153,8.02,0.0013333333333333,0.00249999999999995,0,0.02,-0.000577781905102104,-0.0199999999999996
"up",4.6,"PELT AR1 approximate",0.666571805006588,0.500016025641026,1,0,0.13332623079897,15.01,0.823772445820433,0.708995726495727,0.991428571428571,0.01,0.204583871030786,10.93,-0.157200640813846,-0.208979700854701,0.00857142857142856,-0.01,-0.071257640231816,4.08
"up",4.6,"PELT inflated",0.994285714285714,0.994285714285714,0.994285714285714,1,0.1303851847613,8,0.994285714285714,0.994285714285714,0.994285714285714,1,0.1303851847613,8,0,0,0,0,0,0
"up",4.6,"SVP AR1Focus",1,1,1,1,0.116525319381349,8,0.994285714285714,0.994285714285714,0.994285714285714,1,0.129617511469875,8,0.00571428571428567,0.00571428571428567,0.00571428571428567,0,-0.013092192088526,0
