"pattern","jump","rep","algorithm","Precision","Recall","F1","CorrectNumCP","LocalizationError","MSE","NumSegments"
"up",1.4,22,"DeCAFS AR1",0.5,0.25,0.333333333333333,0,NA,0.845055782057016,4
"up",1.4,22,"SVP AR1Focus",0.25,0.125,0.166666666666667,0,NA,0.830414034313482,4
"up",1.4,22,"SVP AR1Focus multiscale",0.307692307692308,0.5,0.380952380952381,0,NA,0.989345382488388,13
"updown",1.4,22,"PELT inflated",1,0.125,0.222222222222222,0,NA,0.522819072856084,1
"updown",1.4,22,"PELT AR1 approximate",0.25,0.25,0.25,1,176,0.706901946487422,8
"updown",1.4,22,"DeCAFS AR1",1,0.125,0.222222222222222,0,NA,0.522819072856084,1
"updown",1.4,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,0.522819072856084,1
"updown",1.4,22,"SVP AR1Focus multiscale",0.214285714285714,0.375,0.272727272727273,0,NA,0.615485587475141,14
"rand1",1.4,22,"PELT inflated",1,0.25,0.4,0,NA,0.94102772814562,2
"rand1",1.4,22,"PELT AR1 approximate",0.444444444444444,0.5,0.470588235294118,0,NA,0.567126318355905,9
"rand1",1.4,22,"DeCAFS AR1",0.6,0.375,0.461538461538462,0,NA,0.760395418143894,5
"rand1",1.4,22,"SVP AR1Focus",0.666666666666667,0.25,0.363636363636364,0,NA,0.959706861504694,3
"rand1",1.4,22,"SVP AR1Focus multiscale",0.294117647058824,0.625,0.4,0,NA,0.666256946595402,17
"none",1.5,22,"PELT inflated",1,1,1,1,NA,0.00282978521341448,1
"none",1.5,22,"PELT AR1 approximate",0.166666666666667,1,0.285714285714286,0,NA,0.529640100616045,6
"none",1.5,22,"DeCAFS AR1",0.333333333333333,1,0.5,0,NA,0.0604348471439788,3
"none",1.5,22,"SVP AR1Focus",1,1,1,1,NA,0.00282978521341448,1
"none",1.5,22,"SVP AR1Focus multiscale",0.0833333333333333,1,0.153846153846154,0,NA,0.783368796581868,12
"up",1.5,22,"PELT inflated",0.25,0.125,0.166666666666667,0,NA,1.12764604241988,4
"up",1.5,22,"PELT AR1 approximate",0.3,0.375,0.333333333333333,0,NA,0.808887495236748,10
"up",1.5,22,"DeCAFS AR1",0.6,0.375,0.461538461538462,0,NA,0.712705617212686,5
"up",1.5,22,"SVP AR1Focus",0.666666666666667,0.25,0.363636363636364,0,NA,1.46186195291364,3
"up",1.5,22,"SVP AR1Focus multiscale",0.235294117647059,0.5,0.32,0,NA,0.735887773600848,17
"updown",1.5,22,"PELT inflated",0.333333333333333,0.125,0.181818181818182,0,NA,1.04608750237315,3
"updown",1.5,22,"PELT AR1 approximate",0.454545454545455,0.625,0.526315789473684,0,NA,0.806210481956036,11
"updown",1.5,22,"DeCAFS AR1",0.5,0.125,0.2,0,NA,0.763897247843475,2
"updown",1.5,22,"SVP AR1Focus",0.5,0.125,0.2,0,NA,0.690807208696234,2
"updown",1.5,22,"SVP AR1Focus multiscale",0.416666666666667,0.625,0.5,0,NA,0.956980453839447,12
"rand1",1.5,22,"PELT inflated",1,0.5,0.666666666666667,0,NA,0.654281811114425,4
"rand1",1.5,22,"PELT AR1 approximate",0.5,0.625,0.555555555555556,0,NA,1.14700062701099,10
"rand1",1.5,22,"DeCAFS AR1",1,0.5,0.666666666666667,0,NA,0.620422837741741,4
"rand1",1.5,22,"SVP AR1Focus",1,0.5,0.666666666666667,0,NA,0.654281811114425,4
"rand1",1.5,22,"SVP AR1Focus multiscale",0.285714285714286,0.5,0.363636363636364,0,NA,1.25064195382273,14
"none",1.6,22,"PELT inflated",1,1,1,1,NA,0.00429263974759466,1
"none",1.6,22,"PELT AR1 approximate",0.111111111111111,1,0.2,0,NA,0.421895228987023,9
"none",1.6,22,"DeCAFS AR1",1,1,1,1,NA,0.00429263974759466,1
"none",1.6,22,"SVP AR1Focus",1,1,1,1,NA,0.00429263974759466,1
"none",1.6,22,"SVP AR1Focus multiscale",0.0666666666666667,1,0.125,0,NA,0.805093761100008,15
"up",1.6,22,"PELT inflated",0.6,0.375,0.461538461538462,0,NA,0.900252345868923,5
"up",1.6,22,"PELT AR1 approximate",0.333333333333333,0.375,0.352941176470588,0,NA,0.703711944193875,9
"up",1.6,22,"DeCAFS AR1",0.166666666666667,0.125,0.142857142857143,0,NA,0.916199687442403,6
"up",1.6,22,"SVP AR1Focus",0.75,0.375,0.5,0,NA,1.21137570748621,4
"up",1.6,22,"SVP AR1Focus multiscale",0.142857142857143,0.25,0.181818181818182,0,NA,0.964588936804034,14
"updown",1.6,22,"PELT inflated",0.75,0.375,0.5,0,NA,0.793641492354264,4
"updown",1.6,22,"PELT AR1 approximate",0.444444444444444,0.5,0.470588235294118,0,NA,0.698310176104482,9
"updown",1.6,22,"DeCAFS AR1",0.5,0.25,0.333333333333333,0,NA,0.865673895043326,4
"updown",1.6,22,"SVP AR1Focus",1,0.25,0.4,0,NA,0.710800274127064,2
"updown",1.6,22,"SVP AR1Focus multiscale",0.307692307692308,0.5,0.380952380952381,0,NA,0.732029982963741,13
"rand1",1.6,22,"PELT inflated",0.5,0.125,0.2,0,NA,1.20195355698368,2
"rand1",1.6,22,"PELT AR1 approximate",1,0.5,0.666666666666667,0,NA,0.788764356008718,4
"rand1",1.6,22,"DeCAFS AR1",0.75,0.375,0.5,0,NA,0.828229827318605,4
"rand1",1.6,22,"SVP AR1Focus",1,0.25,0.4,0,NA,1.39850657775943,2
"rand1",1.6,22,"SVP AR1Focus multiscale",0.272727272727273,0.375,0.315789473684211,0,NA,1.03474489794439,11
"none",1.7,22,"PELT inflated",1,1,1,1,NA,0.00792900504767249,1
"none",1.7,22,"PELT AR1 approximate",0.0909090909090909,1,0.166666666666667,0,NA,0.819709820876934,11
"none",1.7,22,"DeCAFS AR1",1,1,1,1,NA,0.00792900504767249,1
"none",1.7,22,"SVP AR1Focus",1,1,1,1,NA,0.00792900504767249,1
"none",1.7,22,"SVP AR1Focus multiscale",0.0555555555555556,1,0.105263157894737,0,NA,0.647703887330657,18
"up",1.7,22,"PELT inflated",0.8,0.5,0.615384615384615,0,NA,1.02933580694654,5
"up",1.7,22,"PELT AR1 approximate",0.222222222222222,0.25,0.235294117647059,0,NA,0.993366054358834,9
"up",1.7,22,"DeCAFS AR1",0.4,0.25,0.307692307692308,0,NA,1.13449496828834,5
"up",1.7,22,"SVP AR1Focus",0.333333333333333,0.125,0.181818181818182,0,NA,2.25950595936117,3
"up",1.7,22,"SVP AR1Focus multiscale",0.333333333333333,0.5,0.4,0,NA,0.995273373809386,12
"updown",1.7,22,"PELT inflated",0.75,0.375,0.5,0,NA,0.776816392098101,4
"updown",1.7,22,"PELT AR1 approximate",0.461538461538462,0.75,0.571428571428571,0,NA,0.876455772775522,13
"updown",1.7,22,"DeCAFS AR1",0.666666666666667,0.5,0.571428571428572,0,NA,0.906108448732805,6
"updown",1.7,22,"SVP AR1Focus",0.666666666666667,0.25,0.363636363636364,0,NA,0.677124343276384,3
"updown",1.7,22,"SVP AR1Focus multiscale",0.294117647058824,0.625,0.4,0,NA,1.22520170894011,17
"rand1",1.7,22,"PELT inflated",0.4,0.25,0.307692307692308,0,NA,0.884160306933241,5
"rand1",1.7,22,"PELT AR1 approximate",0.25,0.25,0.25,1,177,0.962457197444061,8
"rand1",1.7,22,"DeCAFS AR1",0.75,0.375,0.5,0,NA,0.758831926285199,4
"rand1",1.7,22,"SVP AR1Focus",0.666666666666667,0.25,0.363636363636364,0,NA,0.987044361055907,3
"rand1",1.7,22,"SVP AR1Focus multiscale",0.25,0.375,0.3,0,NA,0.833546152867262,12
"none",1.8,22,"PELT inflated",1,1,1,1,NA,5.99541291263051e-05,1
"none",1.8,22,"PELT AR1 approximate",0.125,1,0.222222222222222,0,NA,0.328657004239408,8
"none",1.8,22,"DeCAFS AR1",1,1,1,1,NA,5.99541291263051e-05,1
"none",1.8,22,"SVP AR1Focus",1,1,1,1,NA,5.99541291263051e-05,1
"none",1.8,22,"SVP AR1Focus multiscale",0.0666666666666667,1,0.125,0,NA,0.536830820004977,15
"up",1.8,22,"PELT inflated",0.4,0.25,0.307692307692308,0,NA,1.16858666498009,5
"up",1.8,22,"PELT AR1 approximate",0.214285714285714,0.375,0.272727272727273,0,NA,1.22734740818323,14
"up",1.8,22,"DeCAFS AR1",0.6,0.375,0.461538461538462,0,NA,1.00336103502382,5
"up",1.8,22,"SVP AR1Focus",0.5,0.25,0.333333333333333,0,NA,1.41768425477729,4
"up",1.8,22,"SVP AR1Focus multiscale",0.266666666666667,0.5,0.347826086956522,0,NA,0.771835011059939,15
"updown",1.8,22,"PELT inflated",1,0.125,0.222222222222222,0,NA,0.853307792272704,1
"updown",1.8,22,"PELT AR1 approximate",0.333333333333333,0.25,0.285714285714286,0,NA,1.01462680140957,6
"updown",1.8,22,"DeCAFS AR1",1,0.125,0.222222222222222,0,NA,0.853307792272704,1
"updown",1.8,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,0.853307792272704,1
"updown",1.8,22,"SVP AR1Focus multiscale",0.2,0.375,0.260869565217391,0,NA,0.955481615623535,15
"rand1",1.8,22,"PELT inflated",1,0.5,0.666666666666667,0,NA,0.651412155094198,4
"rand1",1.8,22,"PELT AR1 approximate",0.555555555555556,0.625,0.588235294117647,0,NA,0.656290352199265,9
"rand1",1.8,22,"DeCAFS AR1",1,0.5,0.666666666666667,0,NA,0.641829386362933,4
"rand1",1.8,22,"SVP AR1Focus",0.75,0.375,0.5,0,NA,0.813784270900594,4
"rand1",1.8,22,"SVP AR1Focus multiscale",0.461538461538462,0.75,0.571428571428571,0,NA,0.897706919089614,13
"none",1.9,22,"PELT inflated",1,1,1,1,NA,0.000549279403320048,1
"none",1.9,22,"PELT AR1 approximate",0.142857142857143,1,0.25,0,NA,0.234461032647461,7
"none",1.9,22,"DeCAFS AR1",1,1,1,1,NA,0.000549279403320048,1
"none",1.9,22,"SVP AR1Focus",1,1,1,1,NA,0.000549279403320048,1
"none",1.9,22,"SVP AR1Focus multiscale",0.0769230769230769,1,0.142857142857143,0,NA,0.678775696696697,13
"up",1.9,22,"PELT inflated",0.2,0.125,0.153846153846154,0,NA,1.36404474327973,5
"up",1.9,22,"PELT AR1 approximate",0.4,0.5,0.444444444444444,0,NA,0.804803777388974,10
"up",1.9,22,"DeCAFS AR1",0.4,0.25,0.307692307692308,0,NA,1.42618838554422,5
"up",1.9,22,"SVP AR1Focus",0.5,0.25,0.333333333333333,0,NA,1.66214528511517,4
"up",1.9,22,"SVP AR1Focus multiscale",0.375,0.75,0.5,0,NA,0.726062130983538,16
"updown",1.9,22,"PELT inflated",0.5,0.125,0.2,0,NA,0.889451626876804,2
"updown",1.9,22,"PELT AR1 approximate",0.333333333333333,0.5,0.4,0,NA,1.20918296315143,12
"updown",1.9,22,"DeCAFS AR1",1,0.125,0.222222222222222,0,NA,0.937476239229706,1
"updown",1.9,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,0.937476239229706,1
"updown",1.9,22,"SVP AR1Focus multiscale",0.266666666666667,0.5,0.347826086956522,0,NA,1.14739064203642,15
"rand1",1.9,22,"PELT inflated",1,0.75,0.857142857142857,0,NA,0.497166726471801,6
"rand1",1.9,22,"PELT AR1 approximate",0.7,0.875,0.777777777777778,0,NA,0.62588157761192,10
"rand1",1.9,22,"DeCAFS AR1",0.875,0.875,0.875,1,32,0.571874968563164,8
"rand1",1.9,22,"SVP AR1Focus",1,0.625,0.769230769230769,0,NA,0.912212566608224,5
"rand1",1.9,22,"SVP AR1Focus multiscale",0.4375,0.875,0.583333333333333,0,NA,0.759812993389271,16
"none",2,22,"PELT inflated",1,1,1,1,NA,0.33553576788386,1
"none",2,22,"PELT AR1 approximate",0.5,1,0.666666666666667,0,NA,0.337149454009552,2
"none",2,22,"DeCAFS AR1",1,1,1,1,NA,0.33553576788386,1
"none",2,22,"SVP AR1Focus",1,1,1,1,NA,0.33553576788386,1
"none",2,22,"SVP AR1Focus multiscale",0.1,1,0.181818181818182,0,NA,0.889795814719361,10
"up",2,22,"PELT inflated",0.8,0.5,0.615384615384615,0,NA,1.58396217816798,5
"up",2,22,"PELT AR1 approximate",0.142857142857143,0.125,0.133333333333333,0,NA,1.87696193558346,7
"up",2,22,"DeCAFS AR1",0.333333333333333,0.25,0.285714285714286,0,NA,1.80276509505427,6
"up",2,22,"SVP AR1Focus",0.666666666666667,0.25,0.363636363636364,0,NA,3.24541482658238,3
"up",2,22,"SVP AR1Focus multiscale",0.230769230769231,0.375,0.285714285714286,0,NA,1.61591807989924,13
"updown",2,22,"PELT inflated",1,0.25,0.4,0,NA,1.0701308436004,2
"updown",2,22,"PELT AR1 approximate",0.666666666666667,0.75,0.705882352941177,0,NA,0.839592165757901,9
"updown",2,22,"DeCAFS AR1",1,0.25,0.4,0,NA,1.0701308436004,2
"updown",2,22,"SVP AR1Focus",1,0.25,0.4,0,NA,1.0701308436004,2
"updown",2,22,"SVP AR1Focus multiscale",0.538461538461538,0.875,0.666666666666667,0,NA,0.696008226194792,13
"rand1",2,22,"PELT inflated",0.5,0.375,0.428571428571429,0,NA,1.25725164083422,6
"rand1",2,22,"PELT AR1 approximate",0.357142857142857,0.625,0.454545454545455,0,NA,0.976333880436225,14
"rand1",2,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.312076590223584,6
"rand1",2,22,"SVP AR1Focus",0.4,0.25,0.307692307692308,0,NA,1.32648961321798,5
"rand1",2,22,"SVP AR1Focus multiscale",0.277777777777778,0.625,0.384615384615385,0,NA,1.24168292770678,18
"none",2.1,22,"PELT inflated",1,1,1,1,NA,0.0036691278250316,1
"none",2.1,22,"PELT AR1 approximate",0.1,1,0.181818181818182,0,NA,0.934903423521551,10
"none",2.1,22,"DeCAFS AR1",1,1,1,1,NA,0.0036691278250316,1
"none",2.1,22,"SVP AR1Focus",1,1,1,1,NA,0.0036691278250316,1
"none",2.1,22,"SVP AR1Focus multiscale",0.0833333333333333,1,0.153846153846154,0,NA,0.813088446657114,12
"up",2.1,22,"PELT inflated",0.4,0.25,0.307692307692308,0,NA,1.26610685604105,5
"up",2.1,22,"PELT AR1 approximate",0.3,0.375,0.333333333333333,0,NA,0.910716421386429,10
"up",2.1,22,"DeCAFS AR1",0.333333333333333,0.25,0.285714285714286,0,NA,1.04350150594848,6
"up",2.1,22,"SVP AR1Focus",0.75,0.375,0.5,0,NA,1.3636797631748,4
"up",2.1,22,"SVP AR1Focus multiscale",0.3125,0.625,0.416666666666667,0,NA,0.762746218904986,16
"updown",2.1,22,"PELT inflated",1,0.125,0.222222222222222,0,NA,1.13650491659985,1
"updown",2.1,22,"PELT AR1 approximate",0.6,0.375,0.461538461538462,0,NA,1.02937846814721,5
"updown",2.1,22,"DeCAFS AR1",1,0.125,0.222222222222222,0,NA,1.13650491659985,1
"updown",2.1,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,1.13650491659985,1
"updown",2.1,22,"SVP AR1Focus multiscale",0.230769230769231,0.375,0.285714285714286,0,NA,0.980734409214316,13
"rand1",2.1,22,"PELT inflated",0.5,0.375,0.428571428571429,0,NA,1.13025735052911,6
"rand1",2.1,22,"PELT AR1 approximate",0.636363636363636,0.875,0.736842105263158,0,NA,0.922131932788499,11
"rand1",2.1,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.358169430884537,6
"rand1",2.1,22,"SVP AR1Focus",0.8,0.5,0.615384615384615,0,NA,1.11554669471771,5
"rand1",2.1,22,"SVP AR1Focus multiscale",0.454545454545455,0.625,0.526315789473684,0,NA,1.00310300817141,11
"none",2.2,22,"PELT inflated",1,1,1,1,NA,0.00959032444434413,1
"none",2.2,22,"PELT AR1 approximate",0.1,1,0.181818181818182,0,NA,0.943751039359702,10
"none",2.2,22,"DeCAFS AR1",1,1,1,1,NA,0.00959032444434413,1
"none",2.2,22,"SVP AR1Focus",1,1,1,1,NA,0.00959032444434413,1
"none",2.2,22,"SVP AR1Focus multiscale",0.0769230769230769,1,0.142857142857143,0,NA,0.981021296375124,13
"up",2.2,22,"PELT inflated",1,0.5,0.666666666666667,0,NA,1.42625368909952,4
"up",2.2,22,"PELT AR1 approximate",0.5,0.75,0.6,0,NA,0.692392045809022,12
"up",2.2,22,"DeCAFS AR1",0.714285714285714,0.625,0.666666666666667,0,NA,0.842425207061838,7
"up",2.2,22,"SVP AR1Focus",1,0.5,0.666666666666667,0,NA,1.42625368909952,4
"up",2.2,22,"SVP AR1Focus multiscale",0.5,0.875,0.636363636363636,0,NA,0.848911512842846,14
"updown",2.2,22,"PELT inflated",1,0.125,0.222222222222222,0,NA,1.21301283046479,1
"updown",2.2,22,"PELT AR1 approximate",0.5,0.625,0.555555555555556,0,NA,1.43078360595815,10
"updown",2.2,22,"DeCAFS AR1",1,0.125,0.222222222222222,0,NA,1.21301283046479,1
"updown",2.2,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,1.21301283046479,1
"updown",2.2,22,"SVP AR1Focus multiscale",0.333333333333333,0.625,0.434782608695652,0,NA,1.38625661526054,15
"rand1",2.2,22,"PELT inflated",0.833333333333333,0.625,0.714285714285714,0,NA,0.63288883128695,6
"rand1",2.2,22,"PELT AR1 approximate",0.545454545454545,0.75,0.631578947368421,0,NA,0.517687053455147,11
"rand1",2.2,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.27333097475272,6
"rand1",2.2,22,"SVP AR1Focus",1,0.75,0.857142857142857,0,NA,0.307008756563584,6
"rand1",2.2,22,"SVP AR1Focus multiscale",0.285714285714286,0.75,0.413793103448276,0,NA,0.815795956655968,21
"none",2.3,22,"PELT inflated",1,1,1,1,NA,0.000825042158595874,1
"none",2.3,22,"PELT AR1 approximate",0.166666666666667,1,0.285714285714286,0,NA,0.47834833745256,6
"none",2.3,22,"DeCAFS AR1",1,1,1,1,NA,0.000825042158595874,1
"none",2.3,22,"SVP AR1Focus",1,1,1,1,NA,0.000825042158595874,1
"none",2.3,22,"SVP AR1Focus multiscale",0.0714285714285714,1,0.133333333333333,0,NA,0.857949749625278,14
"up",2.3,22,"PELT inflated",0.8,0.5,0.615384615384615,0,NA,1.1438358095495,5
"up",2.3,22,"PELT AR1 approximate",0.583333333333333,0.875,0.7,0,NA,0.929207322839194,12
"up",2.3,22,"DeCAFS AR1",0.8,0.5,0.615384615384615,0,NA,1.13867830560736,5
"up",2.3,22,"SVP AR1Focus",0.8,0.5,0.615384615384615,0,NA,1.1438358095495,5
"up",2.3,22,"SVP AR1Focus multiscale",0.5,0.875,0.636363636363636,0,NA,0.721105339334699,14
"updown",2.3,22,"PELT inflated",0.333333333333333,0.125,0.181818181818182,0,NA,1.32376829684676,3
"updown",2.3,22,"PELT AR1 approximate",0.454545454545455,0.625,0.526315789473684,0,NA,1.19931191057135,11
"updown",2.3,22,"DeCAFS AR1",0.75,0.375,0.5,0,NA,1.43043320488256,4
"updown",2.3,22,"SVP AR1Focus",1,0.25,0.4,0,NA,1.31310876295028,2
"updown",2.3,22,"SVP AR1Focus multiscale",0.3125,0.625,0.416666666666667,0,NA,1.29415290199845,16
"rand1",2.3,22,"PELT inflated",0.666666666666667,0.5,0.571428571428572,0,NA,0.763860404455774,6
"rand1",2.3,22,"PELT AR1 approximate",0.461538461538462,0.75,0.571428571428571,0,NA,1.07879626038714,13
"rand1",2.3,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.330926461592428,6
"rand1",2.3,22,"SVP AR1Focus",0.666666666666667,0.5,0.571428571428572,0,NA,0.763860404455774,6
"rand1",2.3,22,"SVP AR1Focus multiscale",0.388888888888889,0.875,0.538461538461539,0,NA,1.17879469785962,18
"none",2.4,22,"PELT inflated",1,1,1,1,NA,0.0860416390789033,1
"none",2.4,22,"PELT AR1 approximate",0.1,1,0.181818181818182,0,NA,1.04495966814941,10
"none",2.4,22,"DeCAFS AR1",1,1,1,1,NA,0.0860416390789033,1
"none",2.4,22,"SVP AR1Focus",1,1,1,1,NA,0.0860416390789033,1
"none",2.4,22,"SVP AR1Focus multiscale",0.1,1,0.181818181818182,0,NA,0.863322455482836,10
"up",2.4,22,"PELT inflated",0.4,0.25,0.307692307692308,0,NA,1.86012401666776,5
"up",2.4,22,"PELT AR1 approximate",0.6,0.75,0.666666666666667,0,NA,0.965245066131443,10
"up",2.4,22,"DeCAFS AR1",0.5,0.375,0.428571428571429,0,NA,1.67934864270438,6
"up",2.4,22,"SVP AR1Focus",0.5,0.25,0.333333333333333,0,NA,2.75343300111064,4
"up",2.4,22,"SVP AR1Focus multiscale",0.428571428571429,0.75,0.545454545454545,0,NA,0.984760417119704,14
"updown",2.4,22,"PELT inflated",1,0.25,0.4,0,NA,1.26047895456158,2
"updown",2.4,22,"PELT AR1 approximate",0.636363636363636,0.875,0.736842105263158,0,NA,0.482346917035083,11
"updown",2.4,22,"DeCAFS AR1",1,0.25,0.4,0,NA,1.25607579783358,2
"updown",2.4,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,1.44124399162075,1
"updown",2.4,22,"SVP AR1Focus multiscale",0.416666666666667,0.625,0.5,0,NA,0.660282225891669,12
"rand1",2.4,22,"PELT inflated",1,0.75,0.857142857142857,0,NA,0.488118386023813,6
"rand1",2.4,22,"PELT AR1 approximate",0.461538461538462,0.75,0.571428571428571,0,NA,0.645666579806628,13
"rand1",2.4,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.488118386023813,6
"rand1",2.4,22,"SVP AR1Focus",1,0.75,0.857142857142857,0,NA,0.488118386023813,6
"rand1",2.4,22,"SVP AR1Focus multiscale",0.3,0.75,0.428571428571428,0,NA,1.05797825154032,20
"none",2.5,22,"PELT inflated",1,1,1,1,NA,0.034228754793493,1
"none",2.5,22,"PELT AR1 approximate",0.166666666666667,1,0.285714285714286,0,NA,0.359998677874704,6
"none",2.5,22,"DeCAFS AR1",1,1,1,1,NA,0.034228754793493,1
"none",2.5,22,"SVP AR1Focus",1,1,1,1,NA,0.034228754793493,1
"none",2.5,22,"SVP AR1Focus multiscale",0.0769230769230769,1,0.142857142857143,0,NA,0.340388277146818,13
"up",2.5,22,"PELT inflated",0.666666666666667,0.5,0.571428571428572,0,NA,1.32978359595101,6
"up",2.5,22,"PELT AR1 approximate",0.538461538461538,0.875,0.666666666666667,0,NA,0.645910193111669,13
"up",2.5,22,"DeCAFS AR1",0.857142857142857,0.75,0.8,0,NA,0.814639601670064,7
"up",2.5,22,"SVP AR1Focus",0.6,0.375,0.461538461538462,0,NA,1.67106140627077,5
"up",2.5,22,"SVP AR1Focus multiscale",0.333333333333333,0.625,0.434782608695652,0,NA,0.921933806618922,15
"updown",2.5,22,"PELT inflated",0.666666666666667,0.5,0.571428571428572,0,NA,1.3283275563995,6
"updown",2.5,22,"PELT AR1 approximate",0.5,0.75,0.6,0,NA,1.0151852716522,12
"updown",2.5,22,"DeCAFS AR1",0.571428571428571,0.5,0.533333333333333,0,NA,1.19685343519107,7
"updown",2.5,22,"SVP AR1Focus",0.25,0.125,0.166666666666667,0,NA,1.42775722423211,4
"updown",2.5,22,"SVP AR1Focus multiscale",0.333333333333333,0.875,0.482758620689655,0,NA,1.35135372640302,21
"rand1",2.5,22,"PELT inflated",1,0.75,0.857142857142857,0,NA,0.349704821079425,6
"rand1",2.5,22,"PELT AR1 approximate",0.75,0.75,0.75,1,157,0.416008296834721,8
"rand1",2.5,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.295871158774052,6
"rand1",2.5,22,"SVP AR1Focus",1,0.75,0.857142857142857,0,NA,0.349704821079425,6
"rand1",2.5,22,"SVP AR1Focus multiscale",0.666666666666667,0.75,0.705882352941177,0,NA,0.439280685620998,9
"none",2.6,22,"PELT inflated",1,1,1,1,NA,0.00265788404599241,1
"none",2.6,22,"PELT AR1 approximate",0.2,1,0.333333333333333,0,NA,0.572309084363462,5
"none",2.6,22,"DeCAFS AR1",1,1,1,1,NA,0.00265788404599241,1
"none",2.6,22,"SVP AR1Focus",1,1,1,1,NA,0.00265788404599241,1
"none",2.6,22,"SVP AR1Focus multiscale",0.0833333333333333,1,0.153846153846154,0,NA,0.93119540703758,12
"up",2.6,22,"PELT inflated",0.5,0.375,0.428571428571429,0,NA,1.49321664480911,6
"up",2.6,22,"PELT AR1 approximate",0.583333333333333,0.875,0.7,0,NA,0.624080305145187,12
"up",2.6,22,"DeCAFS AR1",0.857142857142857,0.75,0.8,0,NA,0.801224873418105,7
"up",2.6,22,"SVP AR1Focus",0.6,0.375,0.461538461538462,0,NA,1.69556398071774,5
"up",2.6,22,"SVP AR1Focus multiscale",0.375,0.75,0.5,0,NA,0.890051800263576,16
"updown",2.6,22,"PELT inflated",0.833333333333333,0.625,0.714285714285714,0,NA,1.299362250367,6
"updown",2.6,22,"PELT AR1 approximate",0.636363636363636,0.875,0.736842105263158,0,NA,0.972498349399542,11
"updown",2.6,22,"DeCAFS AR1",0.666666666666667,0.5,0.571428571428572,0,NA,1.57863737356066,6
"updown",2.6,22,"SVP AR1Focus",1,0.125,0.222222222222222,0,NA,1.69613257834229,1
"updown",2.6,22,"SVP AR1Focus multiscale",0.375,0.75,0.5,0,NA,1.24274470571531,16
"rand1",2.6,22,"PELT inflated",1,0.75,0.857142857142857,0,NA,0.33022168713665,6
"rand1",2.6,22,"PELT AR1 approximate",0.545454545454545,0.75,0.631578947368421,0,NA,0.361046376912948,11
"rand1",2.6,22,"DeCAFS AR1",1,0.75,0.857142857142857,0,NA,0.178703207305935,6
"rand1",2.6,22,"SVP AR1Focus",1,0.75,0.857142857142857,0,NA,0.33022168713665,6
"rand1",2.6,22,"SVP AR1Focus multiscale",0.4375,0.875,0.583333333333333,0,NA,0.419587559536685,16
"none",2.7,22,"PELT inflated",1,1,1,1,NA,0.045362480193837,1
"none",2.7,22,"PELT AR1 approximate",0.25,1,0.4,0,NA,0.289225771805965,4
"none",2.7,22,"DeCAFS AR1",1,1,1,1,NA,0.045362480193837,1
"none",2.7,22,"SVP AR1Focus",1,1,1,1,NA,0.045362480193837,1
"none",2.7,22,"SVP AR1Focus multiscale",0.111111111111111,1,0.2,0,NA,0.617414971411613,9
"up",2.7,22,"PELT inflated",0.666666666666667,0.5,0.571428571428572,0,NA,1.47330255306042,6
"up",2.7,22,"PELT AR1 approximate",0.6,0.75,0.666666666666667,0,NA,0.846970317980784,10
"up",2.7,22,"DeCAFS AR1",0.857142857142857,0.75,0.8,0,NA,1.31079271886497,7
"up",2.7,22,"SVP AR1Focus",0.6,0.375,0.461538461538462,0,NA,2.51851921229975,5
"up",2.7,22,"SVP AR1Focus multiscale",0.368421052631579,0.875,0.518518518518518,0,NA,1.03308089691925,19
"updown",2.7,22,"PELT inflated",0.5,0.25,0.333333333333333,0,NA,1.48431658896972,4
"updown",2.7,22,"PELT AR1 approximate",0.388888888888889,0.875,0.538461538461539,0,NA,1.10042879317849,18
"updown",2.7,22,"DeCAFS AR1",0.555555555555556,0.625,0.588235294117647,0,NA,1.23815694091466,9
"updown",2.7,22,"SVP AR1Focus",0.4,0.25,0.307692307692308,0,NA,1.61756087356631,5
"updown",2.7,22,"SVP AR1Focus multiscale",0.375,0.75,0.5,0,NA,0.851631164462579,16
"rand1",2.7,22,"PELT inflated",0.625,0.625,0.625,1,25,1.35175017855529,8
"rand1",2.7,22,"PELT AR1 approximate",0.545454545454545,0.75,0.631578947368421,0,NA,1.13208288173596,11
"rand1",2.7,22,"DeCAFS AR1",0.666666666666667,0.75,0.705882352941177,0,NA,0.587352952481177,9
"rand1",2.7,22,"SVP AR1Focus",0.714285714285714,0.625,0.666666666666667,0,NA,1.24825148026014,7
"rand1",2.7,22,"SVP AR1Focus multiscale",0.3,0.75,0.428571428571428,0,NA,1.46189495887127,20
