"pattern","jump","rep","algorithm","Precision","Recall","F1","CorrectNumCP","LocalizationError","MSE","NumSegments"
"up",1,1,"SVP both c=2",0.571428571428571,0.5,0.533333333333333,0,NA,0.0942382783471497,7
"updown",1,1,"SVP both c=1.9",0.5,0.5,0.5,1,5,0.0248531331473709,8
"updown",1,1,"SVP both c=2",0.5,0.5,0.5,1,5,0.0248531331473709,8
"rand1",1,1,"SVP both c=1.9",1,0.75,0.857142857142857,0,NA,0.0204347352850628,6
"rand1",1,1,"SVP both c=2",1,0.75,0.857142857142857,0,NA,0.0204347352850628,6
"none",1.1,1,"SVP both c=1.9",1,1,1,1,NA,0.00148623429261898,1
"none",1.1,1,"SVP both c=2",1,1,1,1,NA,0.00148623429261898,1
"up",1.1,1,"SVP both c=1.9",0.714285714285714,0.625,0.666666666666667,0,NA,0.11664706540674,7
"up",1.1,1,"SVP both c=2",0.857142857142857,0.75,0.8,0,NA,0.110474310247148,7
"updown",1.1,1,"SVP both c=1.9",0.5,0.5,0.5,1,11,0.040505100428637,8
"updown",1.1,1,"SVP both c=2",0.5,0.5,0.5,1,11,0.040505100428637,8
"rand1",1.1,1,"SVP both c=1.9",1,0.875,0.933333333333333,0,NA,0.0207288839963486,7
"rand1",1.1,1,"SVP both c=2",1,0.875,0.933333333333333,0,NA,0.0207288839963486,7
"none",1.2,1,"SVP both c=1.9",1,1,1,1,NA,2.6116335317741e-06,1
"none",1.2,1,"SVP both c=2",1,1,1,1,NA,2.6116335317741e-06,1
"up",1.2,1,"SVP both c=1.9",0.875,0.875,0.875,1,5,0.0150978303701135,8
"up",1.2,1,"SVP both c=2",0.875,0.875,0.875,1,5,0.0150978303701135,8
"updown",1.2,1,"SVP both c=1.9",0.75,0.75,0.75,1,9,0.0322947781054555,8
"updown",1.2,1,"SVP both c=2",0.75,0.75,0.75,1,9,0.0322947781054555,8
"rand1",1.2,1,"SVP both c=1.9",0.714285714285714,0.625,0.666666666666667,0,NA,0.0404910903291949,7
"rand1",1.2,1,"SVP both c=2",0.714285714285714,0.625,0.666666666666667,0,NA,0.0404910903291949,7
"none",1.3,1,"SVP both c=1.9",1,1,1,1,NA,0.000190460174788828,1
"none",1.3,1,"SVP both c=2",1,1,1,1,NA,0.000190460174788828,1
"up",1.3,1,"SVP both c=1.9",0.875,0.875,0.875,1,4,0.0196885698298102,8
"up",1.3,1,"SVP both c=2",0.875,0.875,0.875,1,4,0.0196885698298102,8
"updown",1.3,1,"SVP both c=1.9",1,1,1,1,1,0.0134748972744833,8
"updown",1.3,1,"SVP both c=2",1,1,1,1,1,0.0134748972744833,8
"rand1",1.3,1,"SVP both c=1.9",1,0.75,0.857142857142857,0,NA,0.036763265270964,6
"rand1",1.3,1,"SVP both c=2",1,0.75,0.857142857142857,0,NA,0.036763265270964,6
"none",1.4,1,"SVP both c=1.9",1,1,1,1,NA,0.000785126057112494,1
"none",1.4,1,"SVP both c=2",1,1,1,1,NA,0.000785126057112494,1
"up",1.4,1,"SVP both c=1.9",1,1,1,1,2,0.0141960902773305,8
"up",1.4,1,"SVP both c=2",1,1,1,1,2,0.0141960902773305,8
"updown",1.4,1,"SVP both c=1.9",0.75,0.75,0.75,1,7,0.0351934826517129,8
"updown",1.4,1,"SVP both c=2",0.75,0.75,0.75,1,7,0.0351934826517129,8
"rand1",1.4,1,"SVP both c=1.9",0.833333333333333,0.625,0.714285714285714,0,NA,0.0785974672510333,6
"rand1",1.4,1,"SVP both c=2",0.833333333333333,0.625,0.714285714285714,0,NA,0.0785974672510333,6
"none",1.5,1,"SVP both c=1.9",1,1,1,1,NA,2.24054642671549e-05,1
"none",1.5,1,"SVP both c=2",1,1,1,1,NA,2.24054642671549e-05,1
"up",1.5,1,"SVP both c=1.9",0.875,0.875,0.875,1,4,0.022112431328896,8
"up",1.5,1,"SVP both c=2",0.875,0.875,0.875,1,4,0.022112431328896,8
"updown",1.5,1,"SVP both c=1.9",0.875,0.875,0.875,1,4,0.0184771675948861,8
"updown",1.5,1,"SVP both c=2",0.875,0.875,0.875,1,4,0.0184771675948861,8
"rand1",1.5,1,"SVP both c=1.9",1,0.75,0.857142857142857,0,NA,0.0263283118387574,6
"rand1",1.5,1,"SVP both c=2",1,0.75,0.857142857142857,0,NA,0.0263283118387574,6
"none",1.6,1,"SVP both c=1.9",1,1,1,1,NA,0.000840871118553986,1
"none",1.6,1,"SVP both c=2",1,1,1,1,NA,0.000840871118553986,1
"up",1.6,1,"SVP both c=1.9",0.875,0.875,0.875,1,7,0.0312725664486127,8
"up",1.6,1,"SVP both c=2",0.875,0.875,0.875,1,7,0.0312725664486127,8
"updown",1.6,1,"SVP both c=1.9",1,1,1,1,1,0.0157721120236929,8
