"experiment","n","k","rep","method","time_baseline","detected_baseline","time_shortcuts","detected_shortcuts","detected_equal","speedup"
"vary_k",10000,11,4,"PELT",0.00900000000001455,12,0.0099999999999909,12,TRUE,0.900000000002274
"vary_k",10000,11,4,"SVP BIC",0.211000000000013,12,0.225999999999999,12,TRUE,0.933628318584132
"vary_k",10000,11,4,"SVP BIC calibrated",0.211999999999989,12,0.225999999999999,12,TRUE,0.938053097345088
"vary_k",10000,11,4,"SVP BIC multiscale",0.218999999999994,12,0.230000000000018,12,TRUE,0.952173913043378
"vary_k",10000,11,5,"PELT",0.00800000000000978,12,0.00900000000001455,12,TRUE,0.888888888888539
"vary_k",10000,11,5,"SVP BIC",0.207999999999998,12,0.22300000000007,12,TRUE,0.932735426008667
"vary_k",10000,11,5,"SVP BIC calibrated",0.207999999999998,12,0.221000000000004,12,TRUE,0.941176470588209
"vary_k",10000,11,5,"SVP BIC multiscale",0.222999999999985,12,0.225000000000023,12,TRUE,0.991111111110943
"vary_k",10000,11,6,"PELT",0.00899999999998613,12,0.0099999999999909,12,TRUE,0.899999999999432
"vary_k",10000,11,6,"SVP BIC",0.213999999999999,12,0.22199999999998,12,TRUE,0.963963963964046
"vary_k",10000,11,6,"SVP BIC calibrated",0.210999999999984,12,0.225999999999999,12,TRUE,0.933628318584004
"vary_k",10000,11,6,"SVP BIC multiscale",0.221000000000004,12,0.23599999999999,12,TRUE,0.936440677966158
"vary_k",10000,11,7,"PELT",0.00899999999998613,12,0.00899999999990087,12,TRUE,1.00000000000947
"vary_k",10000,11,7,"SVP BIC",0.215000000000003,12,0.223999999999933,12,TRUE,0.959821428571729
"vary_k",10000,11,7,"SVP BIC calibrated",0.210999999999984,12,0.223999999999933,12,TRUE,0.941964285714496
"vary_k",10000,11,7,"SVP BIC multiscale",0.221000000000004,12,0.239000000000033,12,TRUE,0.924686192468508
"vary_k",10000,11,8,"PELT",0.00699999999997658,12,0.0080000000000382,12,TRUE,0.874999999992894
"vary_k",10000,11,8,"SVP BIC",0.209000000000003,12,0.227999999999952,12,TRUE,0.916666666666873
"vary_k",10000,11,8,"SVP BIC calibrated",0.206999999999994,13,0.230000000000018,13,TRUE,0.899999999999903
"vary_k",10000,11,8,"SVP BIC multiscale",0.212999999999994,13,0.230999999999995,13,TRUE,0.922077922077916
"vary_k",10000,11,9,"PELT",0.0120000000000005,12,0.0120000000000573,12,TRUE,0.999999999995267
"vary_k",10000,11,9,"SVP BIC",0.211000000000013,12,0.226999999999975,12,TRUE,0.929515418502362
"vary_k",10000,11,9,"SVP BIC calibrated",0.20999999999998,12,0.226999999999975,12,TRUE,0.925110132158604
"vary_k",10000,11,9,"SVP BIC multiscale",0.221000000000004,12,0.228999999999928,12,TRUE,0.965065502183727
"vary_k",10000,12,1,"PELT",0.00800000000000978,13,0.00700000000006185,13,TRUE,1.14285714284844
"vary_k",10000,12,1,"SVP BIC",0.192999999999984,13,0.205000000000041,13,TRUE,0.94146341463388
"vary_k",10000,12,1,"SVP BIC calibrated",0.192000000000007,13,0.208000000000084,13,TRUE,0.923076923076584
"vary_k",10000,12,1,"SVP BIC multiscale",0.197000000000003,14,0.210000000000036,14,TRUE,0.938095238095092
"vary_k",10000,12,10,"PELT",0.0100000000000193,13,0.00900000000001455,13,TRUE,1.11111111111146
"vary_k",10000,12,10,"SVP BIC",0.196000000000026,13,0.209999999999923,13,TRUE,0.933333333333799
"vary_k",10000,12,10,"SVP BIC calibrated",0.195000000000022,13,0.215000000000032,13,TRUE,0.906976744186014
"vary_k",10000,12,10,"SVP BIC multiscale",0.203999999999979,13,0.224000000000046,13,TRUE,0.910714285714005
"vary_k",10000,12,2,"PELT",0.00799999999998136,13,0.00899999999990087,13,TRUE,0.888888888896608
"vary_k",10000,12,2,"SVP BIC",0.195999999999998,13,0.20900000000006,13,TRUE,0.937799043061922
"vary_k",10000,12,2,"SVP BIC calibrated",0.197000000000003,13,0.20799999999997,13,TRUE,0.947115384615536
"vary_k",10000,12,2,"SVP BIC multiscale",0.204000000000008,13,0.211000000000013,13,TRUE,0.966824644549741
"vary_k",10000,12,3,"PELT",0.00899999999998613,13,0.00699999999994816,13,TRUE,1.28571428572183
"vary_k",10000,12,3,"SVP BIC",0.195999999999998,13,0.215000000000032,13,TRUE,0.911627906976599
"vary_k",10000,12,3,"SVP BIC calibrated",0.195999999999998,13,0.206999999999994,13,TRUE,0.94685990338166
"vary_k",10000,12,3,"SVP BIC multiscale",0.204000000000008,13,0.211000000000013,13,TRUE,0.966824644549741
"vary_k",10000,12,4,"PELT",0.00899999999998613,13,0.0080000000000382,13,TRUE,1.12499999999289
"vary_k",10000,12,4,"SVP BIC",0.195999999999998,13,0.20799999999997,13,TRUE,0.942307692307819
"vary_k",10000,12,4,"SVP BIC calibrated",0.197000000000003,13,0.206999999999994,13,TRUE,0.951690821256081
"vary_k",10000,12,4,"SVP BIC multiscale",0.203000000000003,13,0.212999999999965,13,TRUE,0.953051643192659
"vary_k",10000,12,5,"PELT",0.007000000000005,13,0.00899999999990087,13,TRUE,0.7777777777869
"vary_k",10000,12,5,"SVP BIC",0.198000000000008,13,0.206999999999994,13,TRUE,0.956521739130501
"vary_k",10000,12,5,"SVP BIC calibrated",0.197000000000003,13,0.20900000000006,13,TRUE,0.94258373205716
"vary_k",10000,12,5,"SVP BIC multiscale",0.205000000000013,13,0.214000000000055,13,TRUE,0.957943925233459
"vary_k",10000,12,6,"PELT",0.00799999999998136,13,0.00799999999992451,13,TRUE,1.00000000000711
"vary_k",10000,12,6,"SVP BIC",0.196000000000026,13,0.212999999999965,13,TRUE,0.920187793427503
"vary_k",10000,12,6,"SVP BIC calibrated",0.193999999999988,14,0.236999999999966,14,TRUE,0.818565400843949
"vary_k",10000,12,6,"SVP BIC multiscale",0.198999999999984,14,0.210000000000036,14,TRUE,0.947619047618809
"vary_k",10000,12,7,"PELT",0.0100000000000193,13,0.00799999999992451,13,TRUE,1.25000000001421
"vary_k",10000,12,7,"SVP BIC",0.197000000000003,13,0.22300000000007,13,TRUE,0.883408071748615
"vary_k",10000,12,7,"SVP BIC calibrated",0.195999999999998,13,0.222000000000094,13,TRUE,0.8828828828825
"vary_k",10000,12,7,"SVP BIC multiscale",0.204000000000008,13,0.220000000000027,13,TRUE,0.92727272727265
