"experiment","n","k","method","baseline_median","shortcut_median","median_speedup","matching_segment_counts","paired_rows"
"vary_k",10000,50,"SVP BIC multiscale",0.0595000000000141,0.0575000000000045,1.03478260869582,10,10
"vary_k",10000,51,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,51,"SVP BIC",0.0570000000000164,0.0589999999999691,0.966101694916038,10,10
"vary_k",10000,51,"SVP BIC calibrated",0.0569999999999595,0.0589999999999691,0.966101694915074,10,10
"vary_k",10000,51,"SVP BIC multiscale",0.0580000000000212,0.0575000000000045,1.0086956521742,10,10
"vary_k",10000,52,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,52,"SVP BIC",0.0559999999999832,0.0579999999999927,0.965517241379142,10,10
"vary_k",10000,52,"SVP BIC calibrated",0.0560000000000116,0.0584999999999809,0.957264957265468,10,10
"vary_k",10000,52,"SVP BIC multiscale",0.0570000000000164,0.0565000000000282,1.00884955752191,10,10
"vary_k",10000,53,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,53,"SVP BIC",0.0550000000000068,0.0570000000000164,0.964912280701596,10,10
"vary_k",10000,53,"SVP BIC calibrated",0.0550000000000068,0.0575000000000045,0.956521739130477,10,10
"vary_k",10000,53,"SVP BIC multiscale",0.056999999999988,0.0550000000000637,1.03636363636222,10,10
"vary_k",10000,54,"PELT",0.00249999999999772,0.00299999999992906,0.83333333335228,10,10
"vary_k",10000,54,"SVP BIC",0.0540000000000305,0.05600000000004,0.96428571428557,10,10
"vary_k",10000,54,"SVP BIC calibrated",0.0545000000000187,0.05600000000004,0.973214285713924,10,10
"vary_k",10000,54,"SVP BIC multiscale",0.0559999999999832,0.0539999999999736,1.03703703703723,10,10
"vary_k",10000,55,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,55,"SVP BIC",0.0530000000000257,0.05600000000004,0.946428571428354,10,10
"vary_k",10000,55,"SVP BIC calibrated",0.0529999999999973,0.0550000000000637,0.963636363635198,10,10
"vary_k",10000,55,"SVP BIC multiscale",0.0549999999999784,0.0529999999999973,1.03773584905625,10,10
"vary_k",10000,56,"PELT",0.00249999999999772,0.00299999999992906,0.83333333335228,10,10
"vary_k",10000,56,"SVP BIC",0.0529999999999973,0.0549999999998363,0.963636363639183,10,10
"vary_k",10000,56,"SVP BIC calibrated",0.0529999999999973,0.05499999999995,0.963636363637191,10,10
"vary_k",10000,56,"SVP BIC multiscale",0.054000000000002,0.053000000000111,1.01886792452621,10,10
"vary_k",10000,57,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,57,"SVP BIC",0.0519999999999641,0.0539999999999736,0.962962962962769,10,10
"vary_k",10000,57,"SVP BIC calibrated",0.0519999999999925,0.0550000000000637,0.945454545453314,10,10
"vary_k",10000,57,"SVP BIC multiscale",0.0529999999999973,0.0534999999999854,0.990654205607696,10,10
"vary_k",10000,58,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,58,"SVP BIC",0.0509999999999877,0.0525000000000091,0.971428571428169,10,10
"vary_k",10000,58,"SVP BIC calibrated",0.0509999999999877,0.0529999999998836,0.962264150945278,10,10
"vary_k",10000,58,"SVP BIC multiscale",0.0520000000000209,0.0509999999999309,1.01960784313905,10,10
"vary_k",10000,59,"PELT",0.0029999999999859,0.00299999999992906,1.00000000001895,10,10
"vary_k",10000,59,"SVP BIC",0.0500000000000114,0.0529999999998836,0.943396226417381,10,10
"vary_k",10000,59,"SVP BIC calibrated",0.0500000000000114,0.053000000000111,0.943396226413334,10,10
"vary_k",10000,59,"SVP BIC multiscale",0.0519999999999641,0.0519999999999072,1.00000000000109,10,10
"vary_k",10000,60,"PELT",0.0029999999999859,0.00200000000018008,1.49999999985789,10,10
"vary_k",10000,60,"SVP BIC",0.0500000000000114,0.0519999999999072,0.961538461540397,10,10
"vary_k",10000,60,"SVP BIC calibrated",0.0500000000000114,0.0520000000000209,0.961538461538294,10,10
"vary_k",10000,60,"SVP BIC multiscale",0.0509999999999877,0.0509999999999309,1.00000000000111,10,10
"vary_k",10000,61,"PELT",0.0029999999999859,0.00200000000018008,1.49999999985789,10,10
"vary_k",10000,61,"SVP BIC",0.0489999999999782,0.0509999999999309,0.960784313726365,10,10
"vary_k",10000,61,"SVP BIC calibrated",0.0490000000000066,0.0510000000000446,0.96078431372478,10,10
"vary_k",10000,61,"SVP BIC multiscale",0.0500000000000114,0.0489999999999782,1.02040816326599,10,10
"vary_k",10000,62,"PELT",0.00249999999999772,0.00199999999995271,1.25000000002842,10,10
"vary_k",10000,62,"SVP BIC",0.04849999999999,0.0500000000001819,0.969999999996271,10,10
"vary_k",10000,62,"SVP BIC calibrated",0.049000000000035,0.0499999999999545,0.980000000001592,10,10
"vary_k",10000,62,"SVP BIC multiscale",0.0499999999999545,0.0489999999999782,1.02040816326483,10,10
"vary_k",10000,63,"PELT",0.00249999999999772,0.00299999999992906,0.83333333335228,10,10
"vary_k",10000,63,"SVP BIC",0.0475000000000136,0.0500000000000682,0.949999999998977,10,10
"vary_k",10000,63,"SVP BIC calibrated",0.0480000000000018,0.0500000000000682,0.959999999998727,10,10
"vary_k",10000,63,"SVP BIC multiscale",0.0489999999999782,0.0489999999999782,1,10,10
"vary_k",10000,64,"PELT",0.00249999999999772,0.00299999999992906,0.83333333335228,10,10
"vary_k",10000,64,"SVP BIC",0.0474999999999852,0.0499999999999545,0.95000000000057,10,10
"vary_k",10000,64,"SVP BIC calibrated",0.0470000000000255,0.0499999999999545,0.940000000001365,10,10
"vary_k",10000,64,"SVP BIC multiscale",0.0480000000000018,0.0489999999999782,0.979591836735166,10,10
"vary_k",10000,65,"PELT",0.00200000000000955,0.0020000000000664,0.999999999971578,10,10
"vary_k",10000,65,"SVP BIC",0.0470000000000255,0.0489999999999782,0.959183673470335,10,10
"vary_k",10000,65,"SVP BIC calibrated",0.0470000000000255,0.04849999999999,0.969072164949179,10,10
"vary_k",10000,65,"SVP BIC multiscale",0.0480000000000018,0.0470000000000255,1.02127659574416,10,10
"vary_k",10000,66,"PELT",0.0029999999999859,0.00250000000005457,1.19999999996817,10,10
"vary_k",10000,66,"SVP BIC",0.0459999999999923,0.0480000000000018,0.958333333333137,10,10
"vary_k",10000,66,"SVP BIC calibrated",0.0459999999999923,0.04849999999999,0.94845360824746,10,10
"vary_k",10000,66,"SVP BIC multiscale",0.0470000000000255,0.0470000000000255,1,10,10
"vary_k",10000,67,"PELT",0.00200000000000955,0.0020000000000664,0.999999999971578,10,10
"vary_k",10000,67,"SVP BIC",0.0459999999999923,0.0480000000000018,0.958333333333137,10,10
"vary_k",10000,67,"SVP BIC calibrated",0.0459999999999923,0.0480000000000018,0.958333333333137,10,10
"vary_k",10000,67,"SVP BIC multiscale",0.0470000000000255,0.0464999999999236,1.01075268817425,10,10
"vary_k",10000,68,"PELT",0.0029999999999859,0.00199999999995271,1.50000000002842,10,10
"vary_k",10000,68,"SVP BIC",0.0450000000000159,0.0470000000000255,0.957446808510457,10,10
"vary_k",10000,68,"SVP BIC calibrated",0.0450000000000159,0.0464999999999236,0.967741935485803,10,10
"vary_k",10000,68,"SVP BIC multiscale",0.0460000000000207,0.0450000000000728,1.02222222222103,10,10
"vary_k",10000,69,"PELT",0.0029999999999859,0.00200000000018008,1.49999999985789,10,10
"vary_k",10000,69,"SVP BIC",0.0450000000000159,0.0459999999999354,0.978260869566937,10,10
"vary_k",10000,69,"SVP BIC calibrated",0.0440000000000396,0.0459999999999354,0.956521739132639,10,10
