"pattern","jump","method","new_F1","new_Precision","new_Recall","new_CorrectNumCP","new_MSE","new_NumSegments","old_F1","old_Precision","old_Recall","old_CorrectNumCP","old_MSE","old_NumSegments","delta_F1","delta_Precision","delta_Recall","delta_CorrectNumCP","delta_MSE","delta_NumSegments"
"rand1",2.1,"SVP MedianMood",0.626739926739927,0.727380952380952,0.552857142857143,0.04,0.217574879943124,6.35,0.712857142857143,0.831666666666667,0.62375,0,0.206657944928922,6,-0.0861172161172161,-0.104285714285714,-0.0708928571428572,0.04,0.0109169350142023,0.35
"rand1",2.1,"SVP Wilcoxon",0.624893772893773,0.625714285714286,0.624285714285714,0.96,0.190351768900478,7.98,0.658529411764706,0.657222222222222,0.66,0.96,0.199214669094969,8.04,-0.033635638870933,-0.0315079365079366,-0.0357142857142858,0,-0.00886290019449129,-0.0599999999999987
"rand1",2.2,"PELT",0.126782027350101,0.069062338905201,0.782857142857143,0,11.5252733458056,81.55,0.146501277473274,0.0806432092540969,0.81,0,11.5252733458056,81.55,-0.0197192501231729,-0.0115808703488959,-0.0271428571428572,0,0,0
"rand1",2.2,"RFPOP",0.751666666666667,0.902,0.644285714285714,0,0.113402794123214,6,0.786571428571429,0.916904761904762,0.68875,0,0.113438097584984,6.01,-0.034904761904762,-0.0149047619047619,-0.0444642857142857,0,-3.53034617701781e-05,-0.00999999999999979
"rand1",2.2,"SVP MedianMood",0.637344322344322,0.731857142857143,0.567142857142857,0.05,0.23337143334842,6.43,0.724285714285714,0.845,0.63375,0,0.223690901859565,6,-0.086941391941392,-0.113142857142857,-0.0666071428571429,0.05,0.00968053148885525,0.43
"rand1",2.2,"SVP Wilcoxon",0.670915750915751,0.670595238095238,0.671428571428571,0.97,0.251432646891037,8.01,0.691102941176471,0.687638888888889,0.695,0.91,0.257728891586858,8.09,-0.0201871902607197,-0.0170436507936508,-0.0235714285714286,0.06,-0.00629624469582102,-0.0800000000000001
"rand1",2.3,"PELT",0.127604382332967,0.0695379213428018,0.787142857142857,0,7.97982152434506,81.6,0.14732964378646,0.0811345577182554,0.81375,0,7.97982152434506,81.6,-0.0197252614534928,-0.0115966363754536,-0.0266071428571428,0,0,0
"rand1",2.3,"RFPOP",0.78,0.936,0.668571428571429,0,0.114893891917436,6,0.811428571428571,0.946666666666667,0.71,0,0.114893891917436,6,-0.0314285714285715,-0.0106666666666666,-0.0414285714285714,0,0,0
"rand1",2.3,"SVP MedianMood",0.653095238095238,0.747761904761905,0.582857142857143,0.07,0.21798301854674,6.45,0.730857142857143,0.851904761904762,0.64,0,0.20996736934168,6.01,-0.0777619047619048,-0.104142857142857,-0.0571428571428572,0.07,0.00801564920506012,0.44
"rand1",2.3,"SVP Wilcoxon",0.650659340659341,0.651428571428571,0.65,0.98,0.240524933261604,7.98,0.686544117647059,0.682361111111111,0.69125,0.89,0.215662352117973,8.11,-0.0358847769877182,-0.0309325396825396,-0.04125,0.0900000000000001,0.0248625811436301,-0.129999999999999
"rand1",2.4,"PELT",0.127806477528139,0.0695346969435905,0.8,0,7.33791917026567,82.91,0.147190729948284,0.0809100023389302,0.825,0,7.33791917026567,82.91,-0.0193842524201449,-0.0113753053953397,-0.0249999999999999,0,0,0
"rand1",2.4,"RFPOP",0.78,0.936,0.668571428571429,0,0.12043846084622,6,0.811428571428571,0.946666666666667,0.71,0,0.12043846084622,6,-0.0314285714285715,-0.0106666666666666,-0.0414285714285714,0,0,0
"rand1",2.4,"SVP MedianMood",0.668296703296703,0.753142857142857,0.604285714285714,0.1,0.220530259807907,6.62,0.732285714285714,0.853571428571429,0.64125,0,0.215955811918393,6.01,-0.0639890109890111,-0.100428571428571,-0.0369642857142857,0.1,0.00457444788951408,0.61
"rand1",2.4,"SVP Wilcoxon",0.680827838827839,0.681904761904762,0.68,0.96,0.194106395804056,7.98,0.707612745098039,0.705575396825397,0.71,0.92,0.207849345822794,8.06,-0.0267849062702004,-0.0236706349206349,-0.03,0.0399999999999999,-0.0137429500187375,-0.0800000000000001
"rand1",2.5,"PELT",0.129692928676213,0.0706580979821654,0.807142857142857,0,10.8713521599286,82.92,0.14915897561867,0.0821152791997975,0.83125,0,10.8713521599286,82.92,-0.0194660469424564,-0.0114571812176321,-0.0241071428571429,0,0,0
"rand1",2.5,"RFPOP",0.773333333333333,0.928,0.662857142857143,0,0.128316858711789,6,0.805142857142857,0.938571428571429,0.705,0,0.129608313410152,6.01,-0.0318095238095238,-0.0105714285714286,-0.0421428571428571,0,-0.00129145469836328,-0.00999999999999979
"rand1",2.5,"SVP MedianMood",0.670695970695971,0.743285714285714,0.615714285714286,0.2,0.24703535323181,6.79,0.725238095238095,0.843571428571429,0.63625,0,0.259442177249359,6.04,-0.0545421245421246,-0.100285714285714,-0.0205357142857143,0.2,-0.0124068240175483,0.75
"rand1",2.5,"SVP Wilcoxon",0.69952380952381,0.699107142857143,0.7,0.99,0.224067596465329,8.01,0.729795751633987,0.725305555555556,0.735,0.89,0.223250469442755,8.13,-0.0302719421101774,-0.0261984126984127,-0.035,0.1,0.000817127022574804,-0.120000000000001
"rand1",2.6,"PELT",0.12599239074517,0.0685496936460078,0.792857142857143,0,8.74848558506587,83.82,0.145304078142905,0.0798737853251563,0.81875,0,8.74848558506587,83.82,-0.0193116873977344,-0.0113240916791486,-0.0258928571428572,0,0,0
"rand1",2.6,"RFPOP",0.773333333333333,0.928,0.662857142857143,0,0.146954662192978,6,0.805714285714286,0.94,0.705,0,0.146954662192978,6,-0.0323809523809524,-0.012,-0.0421428571428571,0,0,0
"rand1",2.6,"SVP MedianMood",0.682875457875458,0.754285714285714,0.627142857142857,0.13,0.238044787559677,6.83,0.715047619047619,0.833333333333333,0.62625,0,0.270670361677879,6.01,-0.0321721611721613,-0.079047619047619,0.00089285714285714,0.13,-0.0326255741182028,0.82
"rand1",2.6,"SVP Wilcoxon",0.69752380952381,0.696607142857143,0.698571428571429,0.98,0.206994489742139,8.02,0.713088235294118,0.709166666666667,0.7175,0.88,0.223132583396833,8.12,-0.0155644257703081,-0.0125595238095237,-0.0189285714285715,0.0999999999999999,-0.0161380936546948,-0.0999999999999996
"rand1",2.7,"PELT",0.130243112115854,0.0709065336693012,0.81,0,9.32382432806703,82.01,0.149790191534824,0.0824041312834613,0.83375,0,9.32382432806703,82.01,-0.0195470794189706,-0.0114975976141601,-0.02375,0,0,0
"rand1",2.7,"RFPOP",0.788333333333333,0.946,0.675714285714286,0,0.136880361190324,6,0.818571428571429,0.955,0.71625,0,0.136880361190324,6,-0.0302380952380953,-0.0089999999999999,-0.0405357142857143,0,0,0
"rand1",2.7,"SVP MedianMood",0.678369963369963,0.740857142857143,0.63,0.26,0.244675857798597,6.98,0.724571428571429,0.841904761904762,0.63625,0,0.300455969393831,6.05,-0.0462014652014652,-0.101047619047619,-0.00624999999999998,0.26,-0.0557801115952333,0.930000000000001
"rand1",2.7,"SVP Wilcoxon",0.689619047619048,0.689285714285714,0.69,0.99,0.246777616188264,8.01,0.710735294117647,0.706944444444444,0.715,0.9,0.250036566190191,8.1,-0.0211162464985994,-0.0176587301587302,-0.025,0.09,-0.00325895000192752,-0.0899999999999999
"rand1",2.8,"PELT",0.131868308074267,0.0717404192343668,0.828571428571429,0,12.212410324056,83.44,0.15109092708098,0.0830482839087624,0.85,0,12.212410324056,83.44,-0.0192226190067129,-0.0113078646743956,-0.0214285714285715,0,0,0
"rand1",2.8,"RFPOP",0.803333333333333,0.964,0.688571428571429,0,0.144139056748932,6,0.831428571428571,0.97,0.7275,0,0.144139056748932,6,-0.0280952380952382,-0.006,-0.0389285714285714,0,0,0
"rand1",2.8,"SVP MedianMood",0.68952380952381,0.73552380952381,0.652857142857143,0.37,0.269124710347891,7.21,0.712285714285714,0.826428571428571,0.62625,0,0.359236986697606,6.06,-0.0227619047619048,-0.0909047619047618,0.0266071428571428,0.37,-0.0901122763497149,1.15
"rand1",2.8,"SVP Wilcoxon",0.713619047619048,0.713035714285714,0.714285714285714,0.99,0.277686568306576,8.01,0.752148692810457,0.746416666666667,0.75875,0.87,0.278836627050348,8.15,-0.0385296451914099,-0.0333809523809523,-0.0444642857142857,0.12,-0.00115005874377222,-0.140000000000001
"rand1",2.9,"PELT",0.13251053139689,0.0720570774861055,0.837142857142857,0,7.81285045841427,83.49,0.151718048191668,0.0833566287369684,0.8575,0,7.81285045841427,83.49,-0.019207516794778,-0.0112995512508629,-0.020357142857143,0,0,0
"rand1",2.9,"RFPOP",0.788333333333333,0.946,0.675714285714286,0,0.15932922844347,6,0.818571428571429,0.955,0.71625,0,0.15932922844347,6,-0.0302380952380953,-0.0089999999999999,-0.0405357142857143,0,0,0
"rand1",2.9,"SVP MedianMood",0.693186813186813,0.745238095238095,0.651428571428571,0.28,0.248478893836375,7.12,0.711047619047619,0.825238095238095,0.625,0,0.337326914304265,6.06,-0.0178608058608059,-0.08,0.0264285714285715,0.28,-0.0888480204678906,1.06
"rand1",2.9,"SVP Wilcoxon",0.73047619047619,0.729642857142857,0.731428571428571,0.98,0.207172258984078,8.02,0.744485294117647,0.740694444444444,0.74875,0.9,0.228735566253161,8.1,-0.0140091036414566,-0.0110515873015873,-0.0173214285714286,0.08,-0.0215633072690829,-0.0800000000000001
"rand1",3,"PELT",0.13415601343548,0.0731465843775893,0.827142857142857,0,10.5861116414775,82.04,0.153716820087354,0.0846983738189205,0.84875,0,10.5861116414775,82.04,-0.0195608066518741,-0.0115517894413313,-0.0216071428571429,0,0,0
"rand1",3,"RFPOP",0.813333333333333,0.976,0.697142857142857,0,0.159770893177239,6,0.84,0.98,0.735,0,0.159770893177239,6,-0.0266666666666667,-0.004,-0.0378571428571428,0,0,0
"rand1",3,"SVP MedianMood",0.703406593406593,0.742380952380952,0.671428571428571,0.42,0.278628406762536,7.34,0.716190476190476,0.83047619047619,0.63,0,0.362935292034138,6.07,-0.0127838827838828,-0.0880952380952381,0.0414285714285714,0.42,-0.0843068852716017,1.27
"rand1",3,"SVP Wilcoxon",0.756285714285714,0.754285714285714,0.758571428571429,0.96,0.216611651145927,8.04,0.765171568627451,0.758805555555556,0.7725,0.86,0.236436769010471,8.16,-0.00888585434173672,-0.00451984126984128,-0.0139285714285714,0.1,-0.0198251178645442,-0.120000000000001
"rand1",3.1,"PELT",0.131871954471187,0.0718184431547544,0.824285714285714,0,7.41049675010243,83.18,0.151219694112235,0.0832153015500722,0.84625,0,7.41049675010243,83.18,-0.0193477396410489,-0.0113968583953178,-0.0219642857142857,0,0,0
"rand1",3.1,"RFPOP",0.801666666666667,0.962,0.687142857142857,0,0.169019096491847,6,0.83,0.968333333333333,0.72625,0,0.169019096491847,6,-0.0283333333333333,-0.00633333333333341,-0.0391071428571428,0,0,0
"rand1",3.1,"SVP MedianMood",0.72543956043956,0.749619047619048,0.705714285714286,0.64,0.226292822152074,7.58,0.71147619047619,0.819047619047619,0.63,0.02,0.379272063388297,6.16,0.0139633699633699,-0.0694285714285714,0.0757142857142857,0.62,-0.152979241236222,1.42
"rand1",3.1,"SVP Wilcoxon",0.747714285714286,0.746964285714286,0.748571428571429,0.98,0.195606440506371,8.02,0.759705882352941,0.757222222222222,0.7625,0.93,0.226598443745033,8.07,-0.0119915966386556,-0.0102579365079365,-0.0139285714285714,0.05,-0.030992003238662,-0.0500000000000007
"rand1",3.2,"PELT",0.132977128406139,0.0723330759920408,0.84,0,12.1036713288135,84.03,0.152115437465376,0.0836002842395201,0.86,0,12.1036713288135,84.03,-0.0191383090592363,-0.0112672082474793,-0.02,0,0,0
"rand1",3.2,"RFPOP",0.806666666666667,0.968,0.691428571428571,0,0.170305932376168,6,0.834285714285714,0.973333333333333,0.73,0,0.170305932376168,6,-0.0276190476190477,-0.00533333333333341,-0.0385714285714286,0,0,0
"rand1",3.2,"SVP MedianMood",0.722307692307692,0.753,0.697142857142857,0.55,0.271644298355517,7.49,0.699785714285714,0.803214285714286,0.62125,0.02,0.438701404439181,6.18,0.022521978021978,-0.0502142857142858,0.0758928571428572,0.53,-0.167057106083664,1.31
"rand1",3.2,"SVP Wilcoxon",0.738190476190476,0.737857142857143,0.738571428571429,0.99,0.235385751336043,8.01,0.757924836601307,0.753944444444444,0.7625,0.91,0.255613027925648,8.1,-0.019734360410831,-0.0160873015873015,-0.0239285714285714,0.0800000000000001,-0.0202272765896053,-0.0899999999999999
"rand1",3.3,"PELT",0.13338614928085,0.0726848073054007,0.825714285714286,0,29.4232359464667,82.24,0.152853405976704,0.084166659211493,0.8475,0,29.4232359464667,82.24,-0.019467256695854,-0.0114818519060923,-0.0217857142857143,0,0,0
"rand1",3.3,"RFPOP",0.813333333333333,0.976,0.697142857142857,0,0.183748360173496,6,0.84,0.98,0.735,0,0.183748360173496,6,-0.0266666666666667,-0.004,-0.0378571428571428,0,0,0
"rand1",3.3,"SVP MedianMood",0.729652014652015,0.75177380952381,0.711428571428571,0.64,0.602863048298975,7.63,0.708547619047619,0.811547619047619,0.63,0.01,0.760825489054452,6.21,0.0211043956043955,-0.0597738095238095,0.0814285714285714,0.63,-0.157962440755477,1.42
"rand1",3.3,"SVP Wilcoxon",0.754285714285714,0.753035714285714,0.755714285714286,0.97,0.484530384600266,8.03,0.758954248366013,0.754777777777778,0.76375,0.9,0.552187263549292,8.11,-0.00466853408029888,-0.00174206349206352,-0.00803571428571437,0.07,-0.0676568789490254,-0.0800000000000001
"rand1",3.4,"PELT",0.13946454023834,0.075874361205717,0.874285714285714,0,11.1969294879246,82.9,0.158594802819694,0.0871763521241239,0.89,0,11.1969294879246,82.9,-0.0191302625813546,-0.0113019909184069,-0.0157142857142858,0,0,0
"rand1",3.4,"RFPOP",0.81,0.972,0.694285714285714,0,0.190473386406296,6,0.837142857142857,0.976666666666667,0.7325,0,0.190473386406296,6,-0.0271428571428571,-0.00466666666666671,-0.0382142857142858,0,0,0
"rand1",3.4,"SVP MedianMood",0.754505494505495,0.770345238095238,0.741428571428571,0.73,0.275752471503671,7.73,0.708666666666667,0.804285714285714,0.635,0.01,0.529696296180446,6.31,0.0458388278388279,-0.0339404761904761,0.106428571428571,0.72,-0.253943824676776,1.42
"rand1",3.4,"SVP Wilcoxon",0.752952380952381,0.751785714285714,0.754285714285714,0.97,0.287559924362704,8.03,0.756764705882353,0.752777777777778,0.76125,0.9,0.316079212739298,8.1,-0.00381232492997197,-0.000992063492063489,-0.00696428571428565,0.07,-0.028519288376594,-0.0700000000000003
"rand1",3.5,"PELT",0.136662656916229,0.074351125433155,0.86,0,8.99655275880773,83.87,0.155691941720334,0.085576434096281,0.8775,0,8.99655275880773,83.87,-0.019029284804105,-0.011225308663126,-0.0175,0,0,0
"rand1",3.5,"RFPOP",0.81,0.972,0.694285714285714,0,0.196436021416985,6,0.837142857142857,0.976666666666667,0.7325,0,0.196436021416985,6,-0.0271428571428571,-0.00466666666666671,-0.0382142857142858,0,0,0
"rand1",3.5,"SVP MedianMood",0.761794871794872,0.776,0.75,0.78,0.216250051982595,7.76,0.708119047619048,0.801547619047619,0.63625,0.04,0.479157324764901,6.35,0.0536758241758242,-0.025547619047619,0.11375,0.74,-0.262907272782307,1.41
"rand1",3.5,"SVP Wilcoxon",0.78,0.78,0.78,1,0.216365566004545,8,0.787132352941176,0.78125,0.79375,0.86,0.239113128095047,8.14,-0.00713235294117642,-0.00124999999999997,-0.0137499999999999,0.14,-0.0227475620905018,-0.140000000000001
"rand1",3.6,"PELT",0.140267745815965,0.0765004138707255,0.864285714285714,0,8.9760550816533,81.97,0.159720025197009,0.0880345071738428,0.88125,0,8.9760550816533,81.97,-0.019452279381044,-0.0115340933031173,-0.0169642857142857,0,0,0
"rand1",3.6,"RFPOP",0.821666666666667,0.986,0.704285714285714,0,0.199271448213226,6,0.847142857142857,0.988333333333333,0.74125,0,0.199271448213226,6,-0.0254761904761905,-0.0023333333333333,-0.0369642857142857,0,0,0
"rand1",3.6,"SVP MedianMood",0.776666666666667,0.788,0.767142857142857,0.82,0.223865679256605,7.81,0.718154761904762,0.808392857142857,0.64875,0.08,0.514274691959362,6.43,0.0585119047619047,-0.0203928571428571,0.118392857142857,0.74,-0.290409012702757,1.38
"rand1",3.6,"SVP Wilcoxon",0.791904761904762,0.791071428571429,0.792857142857143,0.98,0.2095924966535,8.02,0.790294117647059,0.785,0.79625,0.87,0.249265877761004,8.13,0.00161064425770308,0.0060714285714285,-0.0033928571428572,0.11,-0.0396733811075039,-0.110000000000001
"rand1",3.7,"PELT",0.138691956826074,0.0755232635807395,0.862857142857143,0,9.34388872650956,82.76,0.1579183065533,0.0868890407697916,0.88,0,9.34388872650956,82.76,-0.0192263497272258,-0.0113657771890521,-0.0171428571428571,0,0,0
"rand1",3.7,"RFPOP",0.816666666666667,0.98,0.7,0,0.221403658768965,6,0.842857142857143,0.983333333333333,0.7375,0,0.221403658768965,6,-0.0261904761904762,-0.0033333333333333,-0.0375,0,0,0
"rand1",3.7,"SVP MedianMood",0.775677655677656,0.784190476190476,0.768571428571429,0.87,0.230987255586223,7.86,0.727464285714286,0.810892857142857,0.6625,0.09,0.488458814255266,6.55,0.04821336996337,-0.026702380952381,0.106071428571429,0.78,-0.257471558669044,1.31
"rand1",3.7,"SVP Wilcoxon",0.767904761904762,0.766071428571429,0.77,0.96,0.233421365962389,8.04,0.78718954248366,0.783666666666667,0.79125,0.93,0.247529165799058,8.08,-0.0192847805788983,-0.0175952380952382,-0.02125,0.03,-0.014107799836669,-0.0400000000000009
"rand1",3.8,"PELT",0.141346542847011,0.0770638330422932,0.872857142857143,0,16.4389918092494,82.41,0.160662758811964,0.0885193040313943,0.88875,0,16.4389918092494,82.41,-0.0193162159649533,-0.0114554709891011,-0.0158928571428572,0,0,0
"rand1",3.8,"RFPOP",0.816666666666667,0.98,0.7,0,0.223301320568003,6,0.842857142857143,0.983333333333333,0.7375,0,0.222991598427117,6,-0.0261904761904762,-0.00333333333333341,-0.0375000000000001,0,0.000309722140886176,0
"rand1",3.8,"SVP MedianMood",0.781095238095238,0.787845238095238,0.775714285714286,0.86,0.263996326419436,7.89,0.723904761904762,0.803809523809524,0.66125,0.09,0.555008329856481,6.58,0.0571904761904761,-0.0159642857142858,0.114464285714286,0.77,-0.291012003437045,1.31
"rand1",3.8,"SVP Wilcoxon",0.774190476190476,0.772857142857143,0.775714285714286,0.97,0.285809311266352,8.03,0.795416666666667,0.789194444444444,0.8025,0.86,0.297237908717836,8.15,-0.0212261904761905,-0.0163373015873016,-0.0267857142857143,0.11,-0.011428597451484,-0.120000000000001
"rand1",3.9,"PELT",0.141910688444001,0.077299367885788,0.882857142857143,0,13.06994050732,82.91,0.161076626873458,0.0886563553548764,0.8975,0,13.06994050732,82.91,-0.0191659384294567,-0.0113569874690885,-0.0146428571428572,0,0,0
"rand1",3.9,"RFPOP",0.816666666666667,0.98,0.7,0,0.233955197992184,6,0.842857142857143,0.983333333333333,0.7375,0,0.233955197992184,6,-0.0261904761904762,-0.00333333333333341,-0.0375000000000001,0,0,0
"rand1",3.9,"SVP MedianMood",0.795384615384615,0.796666666666667,0.794285714285714,0.98,0.231213290682995,7.98,0.738357142857143,0.815595238095238,0.6775,0.1,0.528956069024963,6.63,0.0570274725274725,-0.0189285714285714,0.116785714285714,0.88,-0.297742778341969,1.35
"rand1",3.9,"SVP Wilcoxon",0.788571428571429,0.788571428571429,0.788571428571429,1,0.257278686302425,8,0.78860294117647,0.785138888888889,0.7925,0.92,0.29375791335771,8.08,-3.15126050419723e-05,0.00343253968253965,-0.00392857142857139,0.08,-0.0364792270552851,-0.0800000000000001
"rand1",4,"PELT",0.140928176217922,0.0767190969093323,0.885714285714286,0,13.3361444293985,84.03,0.159923669023225,0.0879641532518093,0.9,0,13.3361444293985,84.03,-0.0189954928053035,-0.011245056342477,-0.0142857142857143,0,0,0
"rand1",4,"RFPOP",0.82,0.984,0.702857142857143,0,0.234741120355559,6,0.845714285714286,0.986666666666667,0.74,0,0.234741120355559,6,-0.0257142857142857,-0.00266666666666671,-0.0371428571428571,0,0,0
"rand1",4,"SVP MedianMood",0.825934065934066,0.827857142857143,0.824285714285714,0.97,0.27040096046847,7.97,0.738833333333333,0.805119047619048,0.68625,0.18,0.648940651162172,6.8,0.0871007326007326,0.0227380952380952,0.138035714285714,0.79,-0.378539690693702,1.17
"rand1",4,"SVP Wilcoxon",0.816190476190476,0.815357142857143,0.817142857142857,0.98,0.284264107840193,8.02,0.808308823529412,0.802361111111111,0.815,0.86,0.340659087483459,8.14,0.00788165266106433,0.0129960317460318,0.00214285714285722,0.12,-0.056394979643266,-0.120000000000001
"up",0.1,"PELT",0.0382230464842454,0.0208922202687883,0.228571428571429,0,10.1446787395937,76.97,0.061270118300778,0.0338942467636794,0.325,0,10.1446787395937,76.97,-0.0230470718165325,-0.0130020264948911,-0.0964285714285714,0,0,0
"up",0.1,"RFPOP",0.0175,0.07,0.01,0,0.0292193369913002,1.88,0.201709401709402,0.461333333333333,0.13125,0,0.041721859693433,2.46,-0.184209401709402,-0.391333333333333,-0.12125,0,-0.0125025227021328,-0.58
"up",0.1,"SVP MedianMood",0.005,0.02,0.00285714285714285,0,0.0652751838333307,1.86,0.214888888888889,0.795,0.12625,0,0.0743141119630129,1.42,-0.209888888888889,-0.775,-0.123392857142857,0,-0.00903892812968224,0.44
"up",0.1,"SVP Wilcoxon",0.043030303030303,0.0545,0.0357142857142857,0,0.138104033347123,5.46,0.174080586080586,0.20352380952381,0.1525,0,0.148113807323601,6.01,-0.131050283050283,-0.14902380952381,-0.116785714285714,0,-0.0100097739764784,-0.55
"up",0.2,"PELT",0.0355238403811881,0.0194183456754642,0.211428571428571,0,9.50322170144674,76.17,0.0588404692939869,0.0325624156456292,0.31,0,9.50322170144674,76.17,-0.0233166289127989,-0.0131440699701649,-0.0985714285714285,0,0,0
"up",0.2,"RFPOP",0.0330555555555555,0.105,0.02,0,0.0572171663265301,2.38,0.221722610722611,0.4325,0.15125,0,0.064589484063487,2.95,-0.188667055167055,-0.3275,-0.13125,0,-0.00737231773695692,-0.57
"up",0.2,"SVP MedianMood",0.0213888888888889,0.07,0.0128571428571429,0,0.136887029226756,2.27,0.207818181818182,0.518333333333333,0.13,0,0.0939061483575001,2.01,-0.186429292929293,-0.448333333333333,-0.117142857142857,0,0.042980880869256,0.26
"up",0.2,"SVP Wilcoxon",0.0396969696969697,0.0505,0.0328571428571429,0,0.151532062849931,5.6,0.177084249084249,0.205142857142857,0.15625,0,0.225405107629716,6.12,-0.137387279387279,-0.154642857142857,-0.123392857142857,0,-0.0738730447797855,-0.52
"up",0.3,"PELT",0.0421863937049998,0.0231033925912312,0.247142857142857,0,147.97793327662,76.39,0.0653286763612649,0.0361987890289227,0.34125,0,147.97793327662,76.39,-0.0231422826562651,-0.0130953964376915,-0.0941071428571429,0,0,0
"up",0.3,"RFPOP",0.0311111111111111,0.07,0.02,0,0.083097929571026,2.87,0.203254079254079,0.354,0.14375,0,0.0841905967612485,3.33,-0.172142968142968,-0.284,-0.12375,0,-0.00109266719022244,-0.46
"up",0.3,"SVP MedianMood",0.0536111111111111,0.125,0.0342857142857143,0,1.0636650432492,2.96,0.223454545454545,0.515,0.14375,0,0.508031794908267,2.29,-0.169843434343434,-0.39,-0.109464285714286,0,0.555633248340933,0.67
"up",0.3,"SVP Wilcoxon",0.0502680652680653,0.0613333333333333,0.0428571428571429,0,0.680507375653246,5.87,0.187758241758242,0.214333333333333,0.1675,0,2.88405288654085,6.3,-0.137490176490177,-0.153,-0.124642857142857,0,-2.2035455108876,-0.43
"up",0.4,"PELT",0.0449701263111473,0.0245331983561349,0.274285714285714,0,8.99854929175641,79.88,0.0670143806475318,0.036959244480722,0.365,0,8.99854929175641,79.88,-0.0220442543363845,-0.0124260461245871,-0.0907142857142857,0,0,0
"up",0.4,"RFPOP",0.0809444444444444,0.178333333333333,0.0528571428571429,0,0.116276671570918,3.09,0.244335664335664,0.404666666666667,0.17625,0,0.0992079795204656,3.56,-0.16339121989122,-0.226333333333333,-0.123392857142857,0,0.017068692050452,-0.47
"up",0.4,"SVP MedianMood",0.0537777777777778,0.111666666666667,0.0357142857142857,0,0.137733899971727,3.3,0.221454545454545,0.416666666666667,0.15125,0,0.159438271172216,2.93,-0.167676767676768,-0.305,-0.115535714285714,0,-0.021704371200489,0.37
"up",0.4,"SVP Wilcoxon",0.0757925407925408,0.0898333333333333,0.0657142857142857,0,0.13558565764312,6.11,0.210857142857143,0.233809523809524,0.1925,0,0.141453237229736,6.61,-0.135064602064602,-0.14397619047619,-0.126785714285714,0,-0.00586757958661582,-0.5
"up",0.5,"PELT",0.0454614171780062,0.0248332445402318,0.274285714285714,0,19.6856656614553,78.65,0.0678874969502577,0.037503319122731,0.365,0,19.6856656614553,78.65,-0.0224260797722514,-0.0126700745824992,-0.0907142857142857,0,0,0
"up",0.5,"RFPOP",0.0922222222222222,0.19,0.0614285714285714,0,0.147976032457258,3.38,0.24993006993007,0.39,0.185,0,0.128364507879899,3.86,-0.157707847707848,-0.2,-0.123571428571429,0,0.0196115245773593,-0.48
"up",0.5,"SVP MedianMood",0.0817575757575758,0.1375,0.0585714285714286,0,0.202658106598974,3.89,0.226060606060606,0.41,0.15625,0,0.240764142558791,3.07,-0.14430303030303,-0.2725,-0.0976785714285714,0,-0.0381060359598162,0.82
"up",0.5,"SVP Wilcoxon",0.0955311355311355,0.106095238095238,0.0871428571428571,0.01,0.463401418985558,6.64,0.205166666666667,0.220119047619048,0.1925,0.12,0.298759089490257,7.03,-0.109635531135531,-0.11402380952381,-0.105357142857143,-0.11,0.164642329495301,-0.390000000000001
"up",0.6,"PELT",0.0474990071914907,0.0259936952338896,0.28,0,7.45843472720398,78.52,0.0698469043669558,0.0386330880590604,0.37,0,7.45843472720398,78.52,-0.0223478971754651,-0.0126393928251708,-0.09,0,0,0
"up",0.6,"RFPOP",0.131555555555556,0.251666666666667,0.09,0,0.195683300861924,3.52,0.279382284382284,0.4205,0.21,0,0.155436232984682,4.02,-0.147826728826729,-0.168833333333333,-0.12,0,0.040247067877242,-0.5
"up",0.6,"SVP MedianMood",0.120545454545455,0.190833333333333,0.0885714285714286,0,0.179354030160932,4.23,0.257878787878788,0.431666666666667,0.185,0,0.243089258779464,3.45,-0.137333333333333,-0.240833333333333,-0.0964285714285714,0,-0.0637352286185323,0.78
"up",0.6,"SVP Wilcoxon",0.101520146520147,0.110238095238095,0.0942857142857143,0.07,0.170191615545425,6.92,0.242333333333333,0.252142857142857,0.23375,0.39,0.154566524209169,7.39,-0.140813186813187,-0.141904761904762,-0.139464285714286,-0.32,0.0156250913362563,-0.47
"up",0.7,"PELT",0.0481450750094054,0.0262857146458158,0.291428571428571,0,21.9226468526826,78.86,0.0704445109361211,0.0388959161264668,0.38,0,21.9226468526826,78.86,-0.0222994359267157,-0.012610201480651,-0.0885714285714286,0,0,0
"up",0.7,"RFPOP",0.103555555555556,0.193333333333333,0.0714285714285714,0,0.239345772374742,3.62,0.262332667332667,0.3885,0.19875,0,0.201958254435436,4.12,-0.158777111777112,-0.195166666666667,-0.127321428571429,0,0.037387517939306,-0.5
"up",0.7,"SVP MedianMood",0.101545454545455,0.145166666666667,0.0785714285714286,0,0.503821571202705,4.71,0.228100233100233,0.3485,0.17,0,0.403146907581766,3.91,-0.126554778554779,-0.203333333333333,-0.0914285714285714,0,0.100674663620939,0.8
"up",0.7,"SVP Wilcoxon",0.128369963369963,0.134857142857143,0.122857142857143,0.27,0.444514288724296,7.25,0.25552380952381,0.26047619047619,0.25125,0.71,0.48149892585263,7.7,-0.127153846153846,-0.125619047619048,-0.128392857142857,-0.44,-0.0369846371283337,-0.45
