"pattern","jump","method","new_F1","new_Precision","new_Recall","new_CorrectNumCP","new_MSE","new_NumSegments","old_F1","old_Precision","old_Recall","old_CorrectNumCP","old_MSE","old_NumSegments","delta_F1","delta_Precision","delta_Recall","delta_CorrectNumCP","delta_MSE","delta_NumSegments"
"none",3.3,"SVP MedianMood",1,1,1,1,0.00822609703787366,1,0.99,0.985,1,0.97,0.00885616286695999,1.03,0.01,0.015,0,0.03,-0.000630065829086328,-0.03
"none",3.3,"SVP Wilcoxon",0.99,0.99,0.99,0.99,0.00849193947456699,1.01,0.983333333333333,0.975,1,0.95,0.0127519808451237,1.05,0.00666666666666671,0.015,-0.01,0.04,-0.00426004137055672,-0.04
"none",3.4,"PELT",0,0,0,0,10.3207648355588,81,0.0248196461731586,0.0125689304544734,1,0,10.3207648355588,81,-0.0248196461731586,-0.0125689304544734,-1,0,0,0
"none",3.4,"RFPOP",1,1,1,1,0.00250667526089622,1,0.935666666666667,0.912833333333333,1,0.86,0.0120289273687243,1.26,0.0643333333333334,0.0871666666666667,0,0.14,-0.00952225210782811,-0.26
"none",3.4,"SVP MedianMood",1,1,1,1,0.0133568414074524,1,0.996666666666667,0.995,1,0.99,0.0137454389876515,1.01,0.0033333333333333,0.005,0,0.01,-0.000388597580199077,-0.01
"none",3.4,"SVP Wilcoxon",1,1,1,1,0.0133568414074524,1,0.993333333333333,0.99,1,0.98,0.0146374799664002,1.02,0.00666666666666671,0.01,0,0.02,-0.00128063855894783,-0.02
"none",3.5,"PELT",0,0,0,0,79.3076646020792,76.64,0.0263545783760461,0.0133576299681306,1,0,79.3076646020792,76.64,-0.0263545783760461,-0.0133576299681306,-1,0,0,0
"none",3.5,"RFPOP",1,1,1,1,0.00261129191708149,1,0.967333333333333,0.955833333333333,1,0.93,0.0065376303191868,1.13,0.0326666666666666,0.0441666666666667,0,0.0700000000000001,-0.00392633840210531,-0.13
"none",3.5,"SVP MedianMood",1,1,1,1,0.0895128955459031,1,0.993333333333333,0.99,1,0.98,0.0902320662222026,1.02,0.00666666666666671,0.01,0,0.02,-0.000719170676299535,-0.02
"none",3.5,"SVP Wilcoxon",1,1,1,1,0.0895128955459031,1,0.996666666666667,0.995,1,0.99,0.0898437690095745,1.01,0.0033333333333333,0.005,0,0.01,-0.000330873463671444,-0.01
"none",3.6,"PELT",0,0,0,0,8.47589586385618,79.01,0.0254987408559416,0.0129176531698795,1,0,8.47589586385618,79.01,-0.0254987408559416,-0.0129176531698795,-1,0,0,0
"none",3.6,"RFPOP",0.99,0.99,0.99,0.99,0.00276839619268106,1.01,0.961666666666667,0.946666666666667,1,0.91,0.00658051781745708,1.14,0.0283333333333333,0.0433333333333333,-0.01,0.0800000000000001,-0.00381212162477602,-0.13
"none",3.6,"SVP MedianMood",1,1,1,1,0.0129875994455825,1,0.996666666666667,0.995,1,0.99,0.0134517272042648,1.01,0.0033333333333333,0.005,0,0.01,-0.000464127758682325,-0.01
"none",3.6,"SVP Wilcoxon",1,1,1,1,0.0129875994455825,1,0.996666666666667,0.995,1,0.99,0.0134517272042648,1.01,0.0033333333333333,0.005,0,0.01,-0.000464127758682325,-0.01
"none",3.7,"PELT",0,0,0,0,78.9651293166898,78.72,0.0256944274566596,0.0130191989484801,1,0,78.9651293166898,78.72,-0.0256944274566596,-0.0130191989484801,-1,0,0,0
"none",3.7,"RFPOP",1,1,1,1,0.00288653352062951,1,0.938333333333333,0.915,1,0.86,0.0106650688632471,1.23,0.0616666666666666,0.085,0,0.14,-0.00777853534261758,-0.23
"none",3.7,"SVP MedianMood",1,1,1,1,0.0751878531586947,1,0.991666666666667,0.988333333333333,1,0.98,0.0762233455567265,1.03,0.0083333333333333,0.0116666666666667,0,0.02,-0.00103549239803184,-0.03
"none",3.7,"SVP Wilcoxon",1,1,1,1,0.0751878531586947,1,0.996666666666667,0.995,1,0.99,0.0754788381019112,1.01,0.0033333333333333,0.005,0,0.01,-0.000290984943216471,-0.01
"none",3.8,"PELT",0,0,0,0,17.4889720760789,77.22,0.0261248800984558,0.0132393615565546,1,0,17.4889720760789,77.22,-0.0261248800984558,-0.0132393615565546,-1,0,0,0
"none",3.8,"RFPOP",0.99,0.99,0.99,0.99,0.00249971261541627,1.01,0.957333333333333,0.9425,1,0.91,0.0082284302130844,1.17,0.0326666666666666,0.0475,-0.01,0.0800000000000001,-0.00572871759766813,-0.16
"none",3.8,"SVP MedianMood",1,1,1,1,0.0177855046129471,1,0.996666666666667,0.995,1,0.99,0.0183966865671603,1.01,0.0033333333333333,0.005,0,0.01,-0.000611181954213183,-0.01
"none",3.8,"SVP Wilcoxon",1,1,1,1,0.0177855046129471,1,0.996666666666667,0.995,1,0.99,0.0183909856952076,1.01,0.0033333333333333,0.005,0,0.01,-0.000605481082260422,-0.01
"none",3.9,"PELT",0,0,0,0,14.8787781238735,79.5,0.0254483818299686,0.0128924377778949,1,0,14.8787781238735,79.5,-0.0254483818299686,-0.0128924377778949,-1,0,0,0
"none",3.9,"RFPOP",0.99,0.99,0.99,0.99,0.00214890297476444,1.01,0.943333333333333,0.923666666666667,1,0.88,0.00884699875148075,1.23,0.0466666666666666,0.0663333333333334,-0.01,0.11,-0.00669809577671631,-0.22
"none",3.9,"SVP MedianMood",1,1,1,1,0.0234859288585043,1,0.993333333333333,0.99,1,0.98,0.0242047026713443,1.02,0.00666666666666671,0.01,0,0.02,-0.000718773812840003,-0.02
"none",3.9,"SVP Wilcoxon",1,1,1,1,0.0234859288585043,1,1,1,1,1,0.0234859288585043,1,0,0,0,0,0,0
"none",4,"PELT",0,0,0,0,7.75076096699128,77.58,0.0259108803933481,0.013128958378343,1,0,7.75076096699128,77.58,-0.0259108803933481,-0.013128958378343,-1,0,0,0
"none",4,"RFPOP",0.99,0.99,0.99,0.99,0.00316363150960542,1.01,0.931666666666667,0.905,1,0.84,0.0121116866666713,1.25,0.0583333333333333,0.085,-0.01,0.15,-0.00894805515706585,-0.24
"none",4,"SVP MedianMood",1,1,1,1,0.0095868134151788,1,0.996666666666667,0.995,1,0.99,0.00972149374747757,1.01,0.0033333333333333,0.005,0,0.01,-0.000134680332298772,-0.01
"none",4,"SVP Wilcoxon",1,1,1,1,0.0095868134151788,1,1,1,1,1,0.0095868134151788,1,0,0,0,0,0,0
"rand1",0.1,"PELT",0.0370378508945288,0.0202552950480902,0.22,0,9.9527009441572,77.57,0.0599644886980549,0.0331752673447936,0.3175,0,9.9527009441572,77.57,-0.0229266378035261,-0.0129199722967034,-0.0975,0,0,0
"rand1",0.1,"RFPOP",0,0,0,0,0.00859887828623739,1.01,0.215932400932401,0.897833333333333,0.125,0,0.0174465013485019,1.32,-0.215932400932401,-0.897833333333333,-0.125,0,-0.00884762306226449,-0.31
"rand1",0.1,"SVP MedianMood",0.0025,0.01,0.00142857142857143,0,0.0166377263165584,1.04,0.222222222222222,1,0.125,0,0.0153826700331982,1,-0.219722222222222,-0.99,-0.123571428571429,0,0.00125505628336017,0.04
"rand1",0.1,"SVP Wilcoxon",0.0238578088578089,0.03,0.02,0,0.127083645406163,5.47,0.180234432234432,0.21152380952381,0.1575,0,0.153936717423758,5.97,-0.156376623376623,-0.18152380952381,-0.1375,0,-0.0268530720175948,-0.5
"rand1",0.2,"PELT",0.0447101599225172,0.0244931064186513,0.261428571428571,0,8.69264946564243,76.91,0.0676277929786498,0.0374692666117268,0.35375,0,8.69264946564243,76.91,-0.0229176330561326,-0.0129761601930755,-0.0923214285714286,0,0,0
"rand1",0.2,"RFPOP",0,0,0,0,0.0279497728143676,1.08,0.223304584304584,0.843166666666667,0.13375,0,0.0376163965369968,1.55,-0.223304584304584,-0.843166666666667,-0.13375,0,-0.00966662372262923,-0.47
"rand1",0.2,"SVP MedianMood",0,0,0,0,0.03707743753423,1.08,0.222,0.995,0.125,0,0.0347164673924058,1.01,-0.222,-0.995,-0.125,0,0.00236097014182413,0.0700000000000001
"rand1",0.2,"SVP Wilcoxon",0.036993006993007,0.0451666666666667,0.0314285714285714,0,0.139218153756523,5.76,0.180754578754579,0.208428571428571,0.16,0,0.136319571003964,6.18,-0.143761571761572,-0.163261904761905,-0.128571428571429,0,0.00289858275255872,-0.42
"rand1",0.3,"PELT",0.0390579473317936,0.0213019262609806,0.238571428571429,0,9.63823333610574,80.32,0.0610938360826998,0.0336775915713606,0.33375,0,9.63823333610574,80.32,-0.0220358887509062,-0.01237566531038,-0.0951785714285714,0,0,0
"rand1",0.3,"RFPOP",0.0025,0.01,0.00142857142857143,0,0.0569007095760863,1.1,0.221367188367188,0.619690476190476,0.14625,0,0.073385713260117,2.55,-0.218867188367188,-0.609690476190476,-0.144821428571429,0,-0.0164850036840307,-1.45
"rand1",0.3,"SVP MedianMood",0,0,0,0,0.0785483989258031,1.5,0.221333333333333,0.98,0.125,0,0.0636078331990159,1.04,-0.221333333333333,-0.98,-0.125,0,0.0149405657267872,0.46
"rand1",0.3,"SVP Wilcoxon",0.0551748251748252,0.0643333333333333,0.0485714285714286,0,0.165793982950289,6.22,0.196071428571429,0.216071428571429,0.18,0.03,0.159232136328204,6.67,-0.140896603396603,-0.151738095238095,-0.131428571428571,-0.03,0.00656184662208531,-0.45
"rand1",0.4,"PELT",0.0465396106620105,0.0253984549900155,0.281428571428571,0,6.75726439139006,79.66,0.0685475470215394,0.037810314505653,0.37125,0,6.75726439139006,79.66,-0.0220079363595289,-0.0124118595156375,-0.0898214285714286,0,0,0
"rand1",0.4,"RFPOP",0.0293333333333333,0.08,0.0185714285714286,0,0.0917165895507568,1.61,0.273213924963925,0.514035714285714,0.20375,0.01,0.0941529849539657,3.75,-0.243880591630592,-0.434035714285714,-0.185178571428571,-0.01,-0.00243639540320893,-2.14
"rand1",0.4,"SVP MedianMood",0.0292777777777778,0.0766666666666667,0.0185714285714286,0,0.114038860812445,2.14,0.224222222222222,0.925,0.12875,0,0.115092377739354,1.18,-0.194944444444444,-0.848333333333333,-0.110178571428571,0,-0.00105351692690876,0.96
"rand1",0.4,"SVP Wilcoxon",0.0869230769230769,0.0976666666666667,0.0785714285714286,0,0.138262972911909,6.59,0.22997619047619,0.245833333333333,0.21625,0.08,0.14432782161462,7.04,-0.143053113553114,-0.148166666666667,-0.137678571428571,-0.08,-0.00606484870271079,-0.45
"rand1",0.5,"PELT",0.0465730043158008,0.0254394070853487,0.281428571428571,0,22.092677572636,79.59,0.0687622840375445,0.0379753281763848,0.37125,0,22.092677572636,79.59,-0.0221892797217436,-0.0125359210910361,-0.0898214285714286,0,0,0
"rand1",0.5,"RFPOP",0.0772777777777778,0.159,0.0528571428571429,0,0.11716837846279,2.49,0.326096153846154,0.474178571428571,0.2625,0.03,0.0994436509791255,4.81,-0.248818376068376,-0.315178571428571,-0.209642857142857,-0.03,0.0177247274836644,-2.32
"rand1",0.5,"SVP MedianMood",0.0546363636363636,0.125,0.0357142857142857,0,0.197721547328026,3.05,0.219535353535354,0.698333333333333,0.13375,0,0.180056018844084,1.76,-0.16489898989899,-0.573333333333333,-0.0980357142857143,0,0.0176655284839412,1.29
"rand1",0.5,"SVP Wilcoxon",0.119120879120879,0.130095238095238,0.11,0.01,0.267668035706749,6.84,0.25102380952381,0.266547619047619,0.2375,0.14,0.247235935585706,7.12,-0.13190293040293,-0.136452380952381,-0.1275,-0.13,0.0204321001210427,-0.28
"rand1",0.6,"PELT",0.0545945581317061,0.029844557457539,0.331428571428571,0,7.91183066949337,80,0.0767013839171679,0.0424091040594871,0.415,0,7.91183066949337,80,-0.0221068257854618,-0.012564546601948,-0.0835714285714286,0,0,0
"rand1",0.6,"RFPOP",0.195166666666667,0.335,0.142857142857143,0,0.115565916604693,3.77,0.379848151848152,0.479214285714286,0.32125,0.01,0.094974966839015,5.42,-0.184681485181485,-0.144214285714286,-0.178392857142857,-0.01,0.0205909497656779,-1.65
"rand1",0.6,"SVP MedianMood",0.0875555555555556,0.160833333333333,0.0614285714285714,0,0.178029189834653,3.62,0.234646464646465,0.545,0.1525,0,0.201358512929405,2.35,-0.147090909090909,-0.384166666666667,-0.0910714285714286,0,-0.0233293230947519,1.27
"rand1",0.6,"SVP Wilcoxon",0.168021978021978,0.180714285714286,0.157142857142857,0.07,0.163274256400568,7.04,0.273166666666667,0.288214285714286,0.26,0.23,0.15955022948036,7.23,-0.105144688644689,-0.1075,-0.102857142857143,-0.16,0.00372402692020846,-0.19
"rand1",0.7,"PELT",0.0598530749966965,0.0325991075636091,0.371428571428571,0,22.2086584005964,81.18,0.0812891035065738,0.0447588506716879,0.45,0,22.2086584005964,81.18,-0.0214360285098773,-0.0121597431080789,-0.0785714285714286,0,0,0
"rand1",0.7,"RFPOP",0.315272727272727,0.451,0.251428571428571,0,0.105866018369819,4.74,0.455841491841492,0.534190476190476,0.4,0,0.0787834887126729,5.98,-0.140568764568765,-0.0831904761904762,-0.148571428571429,0,0.0270825296571457,-1.24
"rand1",0.7,"SVP MedianMood",0.147242424242424,0.215,0.114285714285714,0,0.232016065286519,4.58,0.25458818958819,0.482166666666667,0.175,0,0.244293268841407,2.93,-0.107345765345765,-0.267166666666667,-0.0607142857142857,0,-0.0122772035548881,1.65
"rand1",0.7,"SVP Wilcoxon",0.215622710622711,0.232238095238095,0.201428571428571,0.12,0.351030240187243,7.11,0.318333333333333,0.333571428571429,0.305,0.36,0.343397753958763,7.36,-0.102710622710623,-0.101333333333333,-0.103571428571429,-0.24,0.00763248622847973,-0.25
"rand1",0.8,"PELT",0.0676642071784916,0.0369417642386282,0.408571428571429,0,8.08968953996315,79.41,0.0892740245826692,0.0492663393524272,0.4825,0,8.08968953996315,79.41,-0.0216098174041776,-0.012324575113799,-0.0739285714285715,0,0,0
"rand1",0.8,"RFPOP",0.402030303030303,0.5525,0.324285714285714,0,0.0984189952859507,5.18,0.518621794871795,0.599083333333333,0.45875,0.04,0.0705263250832555,6.15,-0.116591491841492,-0.0465833333333333,-0.134464285714286,-0.04,0.0278926702026952,-0.970000000000001
"rand1",0.8,"SVP MedianMood",0.244242424242424,0.3195,0.2,0,0.187374075812147,5.24,0.284792540792541,0.489333333333333,0.2025,0,0.253104949529229,3.32,-0.0405501165501166,-0.169833333333333,-0.00250000000000003,0,-0.065730873717082,1.92
"rand1",0.8,"SVP Wilcoxon",0.264835164835165,0.283809523809524,0.248571428571429,0.13,0.168966975262496,7.13,0.365666666666667,0.382142857142857,0.35125,0.35,0.161475818693799,7.35,-0.100831501831502,-0.0983333333333333,-0.102678571428571,-0.22,0.00749115656869742,-0.22
"rand1",0.9,"PELT",0.0676954286277691,0.0369381736801495,0.411428571428571,0,13.7367056499477,80.84,0.0889978916946617,0.0490792316260425,0.485,0,13.7367056499477,80.84,-0.0213024630668926,-0.012141057945893,-0.0735714285714286,0,0,0
"rand1",0.9,"RFPOP",0.482636363636364,0.607333333333333,0.405714285714286,0,0.0748392230334699,5.71,0.561385531135531,0.649678571428571,0.495,0.01,0.0678320594280532,6.11,-0.0787491674991675,-0.042345238095238,-0.0892857142857143,-0.01,0.0070071636054167,-0.4
"rand1",0.9,"SVP MedianMood",0.287212121212121,0.3535,0.242857142857143,0,0.232393601484131,5.69,0.284219114219114,0.451,0.21,0,0.343434245154617,3.74,0.00299300699300697,-0.0975,0.0328571428571429,0,-0.111040643670486,1.95
"rand1",0.9,"SVP Wilcoxon",0.303736263736264,0.326428571428571,0.284285714285714,0.12,0.199642366933769,7.12,0.39025,0.407678571428571,0.375,0.38,0.194153145465984,7.38,-0.0865137362637363,-0.08125,-0.0907142857142857,-0.26,0.00548922146778483,-0.26
"rand1",1,"PELT",0.0821477305656547,0.044774292613801,0.504285714285714,0,10.4874084790065,80.85,0.103059823215948,0.0567706007320148,0.56625,0,10.4874084790065,80.85,-0.020912092650293,-0.0119963081182138,-0.0619642857142858,0,0,0
"rand1",1,"RFPOP",0.524,0.635333333333333,0.447142857142857,0,0.0661725734596813,5.92,0.593607142857143,0.686369047619048,0.52375,0.03,0.0670752093648309,6.12,-0.0696071428571429,-0.0510357142857143,-0.0766071428571429,-0.03,-0.000902635905149649,-0.2
"rand1",1,"SVP MedianMood",0.383986013986014,0.462333333333333,0.328571428571429,0,0.203239305019351,5.95,0.336363636363636,0.482,0.26125,0,0.313662992252541,4.39,0.0476223776223776,-0.0196666666666666,0.0673214285714286,0,-0.11042368723319,1.56
"rand1",1,"SVP Wilcoxon",0.349340659340659,0.368571428571429,0.332857142857143,0.3,0.195005416727834,7.3,0.451166666666667,0.461071428571429,0.4425,0.68,0.215208181281406,7.68,-0.101826007326007,-0.0925,-0.109642857142857,-0.38,-0.0202027645535728,-0.38
"rand1",1.1,"PELT",0.0888324874515932,0.048382812506024,0.55,0,12.9474744729226,81.95,0.109341832569443,0.0601779123675465,0.60625,0,12.9474744729226,81.95,-0.0205093451178497,-0.0117950998615225,-0.05625,0,0,0
"rand1",1.1,"RFPOP",0.582948717948718,0.699,0.5,0,0.0629216157408136,6.01,0.640535714285714,0.744345238095238,0.5625,0.00999999999999999,0.0664803084924228,6.06,-0.0575869963369964,-0.045345238095238,-0.0625,-0.00999999999999999,-0.00355869275160918,-0.0499999999999998
"rand1",1.1,"SVP MedianMood",0.435174825174825,0.522666666666667,0.372857142857143,0,0.167805789511402,5.99,0.370934065934066,0.478833333333333,0.305,0,0.316699281187109,5.01,0.0642407592407592,0.0438333333333334,0.0678571428571428,0,-0.148893491675707,0.98
"rand1",1.1,"SVP Wilcoxon",0.393296703296703,0.413809523809524,0.375714285714286,0.34,0.226053483039223,7.34,0.461436274509804,0.473115079365079,0.45125,0.62,0.263461371707027,7.64,-0.0681395712131007,-0.0593055555555556,-0.0755357142857144,-0.28,-0.0374078886678046,-0.3
"rand1",1.2,"PELT",0.0953460274259328,0.0519158115288852,0.592857142857143,0,12.1292314375095,81.92,0.115738445587345,0.0636846655724232,0.64375,0,12.1292314375095,81.92,-0.0203924181614124,-0.011768854043538,-0.0508928571428572,0,0,0
"rand1",1.2,"RFPOP",0.605,0.726,0.518571428571429,0,0.0674661866171886,6,0.658285714285714,0.765714285714286,0.5775,0,0.0709167566215222,6.04,-0.0532857142857143,-0.0397142857142857,-0.0589285714285714,0,-0.00345057000433352,-0.04
"rand1",1.2,"SVP MedianMood",0.464615384615385,0.557,0.398571428571429,0,0.22451075183751,6.01,0.452142857142857,0.5565,0.3825,0,0.321904084160002,5.46,0.0124725274725274,0.000500000000000056,0.0160714285714286,0,-0.0973933323224922,0.55
"rand1",1.2,"SVP Wilcoxon",0.390989010989011,0.408809523809524,0.375714285714286,0.4,0.269244953087079,7.4,0.474308823529412,0.483630952380952,0.46625,0.69,0.250539214386156,7.71,-0.0833198125404008,-0.0748214285714285,-0.0905357142857143,-0.29,0.0187057387009228,-0.31
"rand1",1.3,"PELT",0.0946462008444294,0.0514239578428816,0.604285714285714,0,9.52783880257553,83.92,0.11465832994994,0.0629470660968881,0.65375,0,9.52783880257553,83.92,-0.020012129105511,-0.0115231082540064,-0.0494642857142857,0,0,0
"rand1",1.3,"RFPOP",0.621,0.748,0.531428571428571,0,0.0748269502945164,5.98,0.67552380952381,0.784047619047619,0.59375,0,0.0787233709320363,6.07,-0.0545238095238095,-0.0360476190476191,-0.0623214285714286,0,-0.00389642063751997,-0.0899999999999999
"rand1",1.3,"SVP MedianMood",0.501794871794872,0.6,0.431428571428571,0,0.156479836911097,6.05,0.510714285714286,0.616833333333333,0.4375,0,0.248101021503238,5.61,-0.00891941391941387,-0.0168333333333334,-0.00607142857142862,0,-0.0916211845921406,0.44
"rand1",1.3,"SVP Wilcoxon",0.427531135531135,0.444761904761905,0.412857142857143,0.48,0.201746688136769,7.5,0.488872549019608,0.495119047619048,0.48375,0.73,0.211166313770246,7.81,-0.0613414134884724,-0.0503571428571429,-0.0708928571428572,-0.25,-0.00941962563347745,-0.31
"rand1",1.4,"PELT",0.100814708764288,0.0548264011804981,0.634285714285714,0,9.46420192008123,82.83,0.120824872187844,0.066391338806563,0.68,0,9.46420192008123,82.83,-0.0200101634235556,-0.0115649376260649,-0.0457142857142858,0,0,0
"rand1",1.4,"RFPOP",0.651666666666667,0.782,0.558571428571428,0,0.0743893390818563,6,0.699535714285714,0.813869047619048,0.61375,0.02,0.0776608432182663,6.05,-0.0478690476190476,-0.0318690476190476,-0.0551785714285715,-0.02,-0.00327150413640999,-0.0499999999999998
"rand1",1.4,"SVP MedianMood",0.553205128205128,0.661333333333333,0.475714285714286,0,0.163397779813823,6.04,0.551538461538462,0.654333333333333,0.4775,0,0.24240442367472,5.78,0.0016666666666667,0.00700000000000001,-0.00178571428571428,0,-0.0790066438608971,0.26
"rand1",1.4,"SVP Wilcoxon",0.484835164835165,0.502142857142857,0.47,0.54,0.204846319637775,7.54,0.544519607843137,0.551468253968254,0.53875,0.73,0.222147105704221,7.81,-0.0596844430079724,-0.0493253968253968,-0.06875,-0.19,-0.017300786066446,-0.27
"rand1",1.5,"PELT",0.110290026210934,0.0602079003847439,0.668571428571429,0,17.2501616167678,80.44,0.130686033053242,0.0721028648581911,0.71,0,17.2501616167678,80.44,-0.020396006842308,-0.0118949644734472,-0.0414285714285714,0,0,0
"rand1",1.5,"RFPOP",0.696666666666667,0.836,0.597142857142857,0,0.0764648597932648,6,0.733321428571429,0.848988095238095,0.64625,0.03,0.0832707296093104,6.11,-0.0366547619047619,-0.0129880952380953,-0.0491071428571429,-0.03,-0.00680586981604567,-0.11
"rand1",1.5,"SVP MedianMood",0.55974358974359,0.666666666666667,0.482857142857143,0,0.24913696412457,6.07,0.596043956043956,0.701333333333333,0.51875,0,0.349981632428096,5.88,-0.0363003663003664,-0.0346666666666667,-0.0358928571428572,0,-0.100844668303526,0.19
"rand1",1.5,"SVP Wilcoxon",0.5,0.511666666666667,0.49,0.68,0.301420942560073,7.68,0.569348039215686,0.571646825396825,0.5675,0.89,0.28568700296811,7.93,-0.0693480392156862,-0.0599801587301588,-0.0775,-0.21,0.0157339395919634,-0.25
"rand1",1.6,"PELT",0.107536768815908,0.0585971890692256,0.665714285714286,0,8.37847023251403,82,0.127646206149879,0.0702869735118442,0.7075,0,8.37847023251403,82,-0.020109437333971,-0.0116897844426186,-0.0417857142857143,0,0,0
"rand1",1.6,"RFPOP",0.683333333333333,0.82,0.585714285714286,0,0.0820488939164409,6,0.728571428571429,0.85,0.6375,0,0.0820488939164409,6,-0.0452380952380953,-0.0299999999999999,-0.0517857142857142,0,0,0
"rand1",1.6,"SVP MedianMood",0.559230769230769,0.667666666666667,0.481428571428571,0,0.18467814912109,6.06,0.639010989010989,0.746333333333333,0.55875,0,0.195636860707933,5.98,-0.0797802197802199,-0.0786666666666667,-0.0773214285714285,0,-0.0109587115868433,0.0799999999999992
"rand1",1.6,"SVP Wilcoxon",0.508630036630037,0.52047619047619,0.498571428571429,0.63,0.207957837909582,7.65,0.567622549019608,0.569583333333333,0.56625,0.85,0.197685562108908,7.95,-0.0589925123895713,-0.0491071428571429,-0.0676785714285715,-0.22,0.0102722758006742,-0.3
"rand1",1.7,"PELT",0.112953881032529,0.0614851129188202,0.705714285714286,0,13.4006641987494,82.72,0.132777102013729,0.0730306138419761,0.7425,0,13.4006641987494,82.72,-0.0198232209811996,-0.0115455009231559,-0.0367857142857143,0,0,0
"rand1",1.7,"RFPOP",0.71,0.852,0.608571428571429,0,0.0899891957414834,6,0.751428571428571,0.876666666666667,0.6575,0,0.0899891957414834,6,-0.0414285714285715,-0.0246666666666667,-0.0489285714285714,0,0,0
"rand1",1.7,"SVP MedianMood",0.573369963369963,0.678857142857143,0.497142857142857,0.00999999999999999,0.228819980553017,6.14,0.652857142857143,0.761666666666667,0.57125,0,0.256546799306668,6,-0.0794871794871795,-0.0828095238095239,-0.0741071428571429,0.00999999999999999,-0.0277268187536508,0.14
"rand1",1.7,"SVP Wilcoxon",0.520989010989011,0.528809523809524,0.514285714285714,0.78,0.263306138793128,7.78,0.596926470588235,0.598035714285714,0.59625,0.89,0.242228959033767,7.97,-0.0759374595992244,-0.0692261904761905,-0.0819642857142857,-0.11,0.0210771797593612,-0.19
"rand1",1.8,"PELT",0.114767807118302,0.0625205735083851,0.711428571428571,0,11.3945807385324,81.95,0.134745724039172,0.0741784638977734,0.7475,0,11.3945807385324,81.95,-0.0199779169208702,-0.0116578903893883,-0.0360714285714286,0,0,0
"rand1",1.8,"RFPOP",0.733333333333333,0.88,0.628571428571429,0,0.0867220379148932,6,0.770380952380952,0.897380952380952,0.675,0,0.0874370685389392,6.02,-0.0370476190476191,-0.0173809523809524,-0.0464285714285715,0,-0.000715030624046001,-0.0199999999999996
"rand1",1.8,"SVP MedianMood",0.601208791208791,0.704619047619048,0.525714285714286,0.01,0.209066748732837,6.25,0.675714285714286,0.788333333333333,0.59125,0,0.207530000957168,6,-0.0745054945054945,-0.0837142857142857,-0.0655357142857144,0.01,0.00153674777566934,0.25
"rand1",1.8,"SVP Wilcoxon",0.5723663003663,0.578571428571429,0.567142857142857,0.82,0.220688031473016,7.84,0.629200980392157,0.628829365079365,0.63,0.9,0.233141021708012,8.02,-0.0568346800258566,-0.0502579365079365,-0.0628571428571428,-0.08,-0.0124529902349968,-0.18
"rand1",1.9,"PELT",0.118587216860769,0.0647151006150089,0.721428571428571,0,9.42358430918012,80.37,0.138820027711777,0.0765676973892343,0.75625,0,9.42358430918012,80.37,-0.0202328108510073,-0.0118525967742254,-0.0348214285714286,0,0,0
"rand1",1.9,"RFPOP",0.74,0.888,0.634285714285714,0,0.0921669918613554,6,0.774559523809524,0.900416666666667,0.68,0.00999999999999999,0.096826618450003,6.05,-0.0345595238095238,-0.0124166666666666,-0.0457142857142858,-0.00999999999999999,-0.00465962658864763,-0.0499999999999998
"rand1",1.9,"SVP MedianMood",0.609908424908425,0.715857142857143,0.532857142857143,0.02,0.194026561493419,6.23,0.7,0.816666666666667,0.6125,0,0.183088746870895,6,-0.0900915750915752,-0.100809523809524,-0.0796428571428572,0.02,0.0109378146225242,0.23
"rand1",1.9,"SVP Wilcoxon",0.580827838827839,0.585238095238095,0.577142857142857,0.88,0.22779605721883,7.9,0.62453431372549,0.622003968253968,0.6275,0.9,0.22625010530369,8.08,-0.0437064748976513,-0.0367658730158731,-0.0503571428571428,-0.02,0.00154595191513968,-0.18
"rand1",2,"PELT",0.121426431740284,0.0661992539935845,0.745714285714286,0,13.1463754948485,81.3,0.141342652714447,0.0778709554990398,0.7775,0,13.1463754948485,81.3,-0.0199162209741629,-0.0116717015054553,-0.0317857142857143,0,0,0
"rand1",2,"RFPOP",0.758333333333333,0.91,0.65,0,0.0990952774434014,6,0.791809523809524,0.922380952380952,0.69375,0,0.099553038999297,6.02,-0.0334761904761904,-0.0123809523809524,-0.04375,0,-0.000457761555895622,-0.0199999999999996
"rand1",2,"SVP MedianMood",0.628754578754579,0.729857142857143,0.554285714285714,0.03,0.308966615164713,6.35,0.708095238095238,0.82547619047619,0.62,0,0.214845060235498,6.01,-0.0793406593406594,-0.0956190476190476,-0.0657142857142857,0.03,0.0941215549292151,0.34
"rand1",2,"SVP Wilcoxon",0.608131868131868,0.609285714285714,0.607142857142857,0.97,0.291132194740946,7.97,0.641584967320261,0.638611111111111,0.645,0.92,0.288781987684848,8.09,-0.0334530991883933,-0.0293253968253968,-0.0378571428571429,0.0499999999999999,0.0023502070560979,-0.12
"rand1",2.1,"PELT",0.121065734681784,0.065965945294066,0.748571428571429,0,7.85949793916546,81.74,0.140935652398019,0.0776041343942253,0.78,0,7.85949793916546,81.74,-0.0198699177162346,-0.0116381891001593,-0.0314285714285715,0,0,0
"rand1",2.1,"RFPOP",0.756666666666667,0.908,0.648571428571429,0,0.105471399765793,6,0.790952380952381,0.922142857142857,0.6925,0,0.106438911524282,6.01,-0.0342857142857144,-0.0141428571428571,-0.0439285714285714,0,-0.000967511758488374,-0.00999999999999979
