"pattern","jump","rep","algorithm","Precision","Recall","F1","NumSegments","MSE"
"none",0.1,47,"PELT",1,1,1,1,2.3980225407771e-05
"none",0.1,47,"SVP",1,1,1,1,2.3980225407771e-05
"none",0.1,47,"SVP (BIC)",1,1,1,1,2.3980225407771e-05
"none",0.1,48,"PELT",1,1,1,1,3.88132627688026e-06
"none",0.1,48,"SVP",1,1,1,1,3.88132627688026e-06
"none",0.1,48,"SVP (BIC)",1,1,1,1,3.88132627688026e-06
"none",0.1,49,"PELT",1,1,1,1,0.00051953554695873
"none",0.1,49,"SVP",1,1,1,1,0.00051953554695873
"none",0.1,49,"SVP (BIC)",1,1,1,1,0.00051953554695873
"none",0.1,50,"PELT",1,1,1,1,0.00017470357665666
"none",0.1,50,"SVP",1,1,1,1,0.00017470357665666
"none",0.1,50,"SVP (BIC)",1,1,1,1,0.00017470357665666
"none",0.1,51,"PELT",1,1,1,1,0.000422002721293049
"none",0.1,51,"SVP",1,1,1,1,0.000422002721293049
"none",0.1,51,"SVP (BIC)",1,1,1,1,0.000422002721293049
"none",0.1,52,"PELT",1,1,1,1,0.00124769800469166
"none",0.1,52,"SVP",1,1,1,1,0.00124769800469166
"none",0.1,52,"SVP (BIC)",1,1,1,1,0.00124769800469166
"none",0.1,53,"PELT",1,1,1,1,0.000371894104680584
"none",0.1,53,"SVP",1,1,1,1,0.000371894104680584
"none",0.1,53,"SVP (BIC)",1,1,1,1,0.000371894104680584
"none",0.1,54,"PELT",1,1,1,1,0.000406014230589254
"none",0.1,54,"SVP",1,1,1,1,0.000406014230589254
"none",0.1,54,"SVP (BIC)",1,1,1,1,0.000406014230589254
"none",0.1,55,"PELT",1,1,1,1,0.000404868720277113
"none",0.1,55,"SVP",1,1,1,1,0.000404868720277113
"none",0.1,55,"SVP (BIC)",1,1,1,1,0.000404868720277113
"none",0.1,56,"PELT",1,1,1,1,0.0030954815110037
"none",0.1,56,"SVP",1,1,1,1,0.0030954815110037
"none",0.1,56,"SVP (BIC)",1,1,1,1,0.0030954815110037
"none",0.1,57,"PELT",1,1,1,1,0.000187085821886756
"none",0.1,57,"SVP",1,1,1,1,0.000187085821886756
"none",0.1,57,"SVP (BIC)",1,1,1,1,0.000187085821886756
"none",0.1,58,"PELT",1,1,1,1,0.00191619276811214
"none",0.1,58,"SVP",1,1,1,1,0.00191619276811214
"none",0.1,58,"SVP (BIC)",1,1,1,1,0.00191619276811214
"none",0.1,59,"PELT",1,1,1,1,0.000142826859582694
"none",0.1,59,"SVP",1,1,1,1,0.000142826859582694
"none",0.1,59,"SVP (BIC)",1,1,1,1,0.000142826859582694
"none",0.1,60,"PELT",1,1,1,1,9.69945995860482e-05
"none",0.1,60,"SVP",1,1,1,1,9.69945995860482e-05
"none",0.1,60,"SVP (BIC)",1,1,1,1,9.69945995860482e-05
"none",0.1,61,"PELT",1,1,1,1,4.42730175608678e-05
"none",0.1,61,"SVP",1,1,1,1,4.42730175608678e-05
"none",0.1,61,"SVP (BIC)",1,1,1,1,4.42730175608678e-05
"none",0.1,62,"PELT",1,1,1,1,0.0032461390506089
"none",0.1,62,"SVP",1,1,1,1,0.0032461390506089
"none",0.1,62,"SVP (BIC)",1,1,1,1,0.0032461390506089
"none",0.1,63,"PELT",1,1,1,1,0.000498410273086849
"none",0.1,63,"SVP",1,1,1,1,0.000498410273086849
"none",0.1,63,"SVP (BIC)",1,1,1,1,0.000498410273086849
"none",0.1,64,"PELT",1,1,1,1,0.000122388610424371
"none",0.1,64,"SVP",1,1,1,1,0.000122388610424371
"none",0.1,64,"SVP (BIC)",1,1,1,1,0.000122388610424371
"none",0.1,65,"PELT",1,1,1,1,0.00121576176481283
"none",0.1,65,"SVP",1,1,1,1,0.00121576176481283
"none",0.1,65,"SVP (BIC)",1,1,1,1,0.00121576176481283
"none",0.1,66,"PELT",1,1,1,1,0.000815894260434954
"none",0.1,66,"SVP",0.5,1,0.666666666666667,2,0.00577592692018427
"none",0.1,66,"SVP (BIC)",1,1,1,1,0.000815894260434954
"none",0.1,67,"PELT",1,1,1,1,0.00142612417153395
"none",0.1,67,"SVP",1,1,1,1,0.00142612417153395
"none",0.1,67,"SVP (BIC)",1,1,1,1,0.00142612417153395
"none",0.1,68,"PELT",1,1,1,1,0.00143404893876237
"none",0.1,68,"SVP",1,1,1,1,0.00143404893876237
"none",0.1,68,"SVP (BIC)",1,1,1,1,0.00143404893876237
"none",0.1,69,"PELT",1,1,1,1,0.000163062635129899
"none",0.1,69,"SVP",0.5,1,0.666666666666667,2,0.00126323894834201
"none",0.1,69,"SVP (BIC)",1,1,1,1,0.000163062635129899
